ano	década/decênio
pyongyang	coreia_do_norte/república_democrática_popular_da_coreia
pulso	braço
providence	rhode_island/rhode_island
projétil	pente/cartucho/cartucho
presbitério	igreja/templo/igrejas
prateleira	feira/sacolão/supermercado/mercado/mercadinho/mercado/empório/quitanda/cômoda/cômodas/aparelhador/gaveteiro/cómoda/estante/armário/bufete/prateleiras/armário/estante
portsmouth	new_hampshire/inglaterra
portas	pórtico/acesso/entrada/porta/portão
porrada	batalha/pugna/peleja/luta/disputa/combate
polvo	polvo
platéias	beócia
placenta	ovário/útero
pingo	chuva
phoenix	arizona
pentecostes	pentecostes/calendário_religioso
patagônia	república_do_chile/chile/argentina
pança	corpo/tronco/torso
palavra-chave	índice
ovário	flor/floração/florada/aparelho_reprodutor_feminino/sistema_reprodutor_feminino
ostra	ave/carne_de_aves/ostra
orinoco	venezuela/colômbia/colombia/colómbia
ontário	canadá/canada
ontario	canadá/canada
níger	áfrica/africa/nigeria/nigéria/niger/níger/república_do_mali/mali/máli/guiné/república_da_guiné/daomé/benim/benin
nsa	departamento_de_defesa_dos_estados_unidos_da_américa/departamento_de_defesa_dos_estados_unidos_da_américa
nouakchott	mauritania/mauritânia
normandia	frança/república_francesa
niamey	niger/níger
newport	rhode_island/rhode_island/país_de_gales
nevada	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a./sudoeste
nepal	ásia
negev	estado_de_israel/israel
nagoya	japão/honshu/honshū
mérida	iucatã
mysore	índia/india/república_da_índia
moravia	república_tcheca
monróvia	libéria/república_da_libéria
moldávia	europa
modificador	sintagma
minarete	mesquita/mesquitas/mesquita
milímetro	centímetro
migalha	fornada
messina	sicilia/sicília
mesopotâmia	iraque/república_do_iraque
medellin	colômbia/colombia/colómbia
mb	gigabyte
maçã	macieira/madeira_de_macieira
mazatlán	méxico/estados_unidos_mexicanos
mauritânia	áfrica/africa
marcas	itália/república_italiana/italia
manto	geosfera/geosfera/litosfera
maiorca	baleares/espanha
maine	nova_inglaterra/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
madagascar	índico/oceano_índico/áfrica/africa/madagáscar/madagascar/república_de_madagáscar
léxico	linguagem/idioma/discurso/língua
lápide	tumba/túmulo/sepultura/tumba/túmulo/sepultura
lábio	vulva/vulva/cona/boca
louvre	paris/cidade_luz
lombo	carne_de_porco/porco/humano/ser_humano
lingüística	ciência_cognitiva/ciências_cognitivas/ciência_cognitiva/ciências_cognitivas
lingua	sapato/calçado
limão	limeira/limeira/limoeiro/limão
liechtenstein	europa
libreville	gabao/gabão
león	zodíaco
letônia	europa
legume	erva
led	display_alfanumérico/terminal_de_vídeo_alfanumérico/display_alfanumérico/terminal_de_vídeo_alfanumérico
lebre	lebre/lebrão/coelho-europeu
laos	indochina
lahore	paquistão/república_islâmica_do_paquistão
jurássico	era_mesozóica/mesozóico/mesozoico
jonia	anatolia/anatólia/ásia_menor
joanesburgo	áfrica_do_sul
jerimum	cabaceiro-amargoso
jericó	cisjordânia
jaqueira	jaca/jaca
jan	calendário_revolucionário/calendário_gregoriano
islamabad	paquistão/república_islâmica_do_paquistão
iowa	iowa/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a./cinturão_do_milho
indochina	sueste_asiático/sudeste_asiático/sudoeste_asiático/sueste_asiático
indianápolis	indiana
india	ásia
incisão	operação_cirúrgica/cirurgia/operação
idaho	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
hyderabad	paquistão/república_islâmica_do_paquistão/índia/india/república_da_índia
hortaliça	erva
hokkaido	ilhas_japonesas/arquipélago_japonês/japão
hemostasia	operação_cirúrgica/cirurgia/operação
harlem	manhattan
harare	zimbabwe/zimbabué/zimbábue/rodésia/república_do_zimbábue/zimbábwe
hanói	vietname/vietnã
hangar	aeródromo/aeroporto/aeródromo/aeroporto
hampshire	inglaterra
hamburg	república_federal_da_alemanha/alemanha
haifa	estado_de_israel/israel
gânglio	sistema_nervoso
guantânamo	cuba
grelha	gelosia
graz	áustria
grado	ângulo_reto/ângulo_recto/ângulo_reto/ângulo_recto
goa	índia/india/república_da_índia
gloucester	inglaterra
gemini	zodíaco
gauss	tesla/tesla
gangorra	parque/play_ground/parquinho/playground
game	partida
fêmur	anca/coxa
fronte	campo_de_batalha/campo_de_guerra
fornalha	locomotiva_a_vapor/locomotivas_a_vapor
floração	angiospérmica/angiosperma
flandres	europa
fim-de-semana	semana
figo	figo/figueira-comum
fava	fava/fava/feijão
farmacopéia	farmácia/farmacia/botica/drograria/drogaria
fado	sobrenatural/oculto/ocultismo
exoftalmia	hipertireoidismo/tireotoxicose/hipertiroidismo
eureka	california/califórnia
espoleta	ave/carne_de_aves
espadarte	peixe_espada/espadarte
eindhoven	reino_dos_países_baixos/holanda/holando/países_baixos/neerlândia
duala	camarões/república_dos_camarões
dominó	disfarce
disquete	calculadora/computador
disneylândia	anaheim
dijon	frança/república_francesa
devon	inglaterra
detector	rádio
dentição	boca
dentadura	boca
deli	índia/india/república_da_índia
daomé	áfrica/africa
côco	coco/palmeira/coqueiro
curto-circuito	circuitos_eletrônicos/circuito/circuito_elétrico
cumaná	venezuela
crista	galináceo
criméia	ucrânia/ucrania/ucránia
coxa	ave/carne_de_aves/perna
coto	perna/membro/dentes/dente
costela	esqueleto_axial/seio/peito/vertebrado
connecticut	nova_inglaterra/eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
columbus	ohio
codorna	codorna/codorniz
climax	estória/conto/história
clavícula	endosqueleto/endoesqueleto
cincinnati	ohio
chassi	veículos_motorizados
charneira	porta/portão/portão/porta
centeio	centeio
celebes	indonésia/indonesia/república_da_indonésia
cebola	cebola
caveira	esqueleto_axial/cabeça
cauda	vestido/fuselagem/vertebrado
catraca	navios/embarcação/navio/barco
catarata	rio
castries	santa_lúcia
castanha-do-pará	castanheiro-do-pará
casco	embarcações/embarcação/barco/navio/navios/ungulados/ungulados
cascata	rio
carril	balaustrada/corrimão
carreta	máquina_de_escrever/máquina-de-escrever/datilógrafo/máquina_de_escrever
carambola	carambola
caracol	labirinto/ouvido_interno
captador	toca-discos/fonógrafo/gramofone
cantão	china/república_popular_da_china
cannae	guerras_púnicas/guerras_púnicas/guerras_punicas/guerra_púnica
cancun	quintana_roo/quintana_roo
camboja	indochina/reino_do_camboja/camboja
cali	colômbia/colombia/colómbia
caledônia	escocia/escócia
calceteiro	laminação/laminação
cadarço	sapato/calçado
cachorro-quente	cachorro-quente
cabine	veículos_motorizados
bristol	inglaterra
bridgetown	barbados
brasão	brasão_de_armas/brasão
botsuana	áfrica/africa
bombas	sistema_de_refrigeração
bombaim	índia/india/república_da_índia
bolota	carvalho-vermelho/carvalho
bit	baite/byte
bigode	barba
bife	vacas/bovinos/gado_bovino/gado
bergen	reino_da_noruega/noruega/bairros_da_noruega
belize	américa_central
belarus	europa
bastilha	paris/cidade_luz
banheiro	teatro/casa/aposento/habitação/moradia/residência/casa/lar/morada/domicílio/aposento/habitação/moradia/residência/casa/lar/morada/domicílio
bandung	java
bancoc	reino_da_tailândia/sião/tailândia
bahrain	ásia
babel	babilônia/babilonia/babilónia
azeitona	oliveira/oliveira
assíria	mesopotamia/mesopotâmia/iraque/república_do_iraque
aruba	antilhas_holandesas/antilhas_neerlandesas/antilhas_holandesas
arquibancada	arena/estádio
armênia	transcaucasia
armário	sala_de_jantar/refeitório/sala_de_jantar
arlington	texas
arkansas	eeuu/eua/estados_unidos_da_américa/américa/estados_unidos/e.u.a.
arequipa	república_do_peru/peru
antígua	antígua_e_barbuda/reino_das_ilhas_de_antígua_e_barbuda
antioquia	turquia/república_da_turquia
antecâmara	edifício/prédio
annapolis	maryland
andaluzia	espanha
andaime	andaime/andaime
ancoradouro	cais/porto
ananás	abacaxi/ananás
amã	jordânia/jordania
amendoim	amendoim/amendoim
alto-forno	siderurgia/aciaria
alsácia	frança/república_francesa
alpes	suiça/suíça/frança/república_francesa/áustria/itália/república_italiana/italia
alhambra	granada
aland	golfo_de_bótnia/golfodebótnia/golfo_de_bótnia/república_da_finlândia/finlândia
aipo	aipo/salsão
aden	iemen/iémen/iêmen
adar	calendário_judaico
acelerador	auto/veículo/carro/automóvel/viatura/aeroplano/avião
abóbora	abóbora/cabaceiro-amargoso
abacaxi	abacaxi/ananás
