muito	numeroso
sobrenatural	maravilhoso/barroco/metafísico/mágico/estranho/esquisito/misterioso/extravagante/milagroso/miraculoso/bizarro
brioso	nobre
fecundo	produtor/prolífico/generoso/farto/produtivo/fértil
apressado	precipitado
labiríntico	complexo/intrincado
proveitoso	económico/prolífico/generoso/produtivo/rentável/fértil/lucrativo/farto
indefectível	verdadeiro
assombroso	surpreendente
mendigo	infeliz/miserável
barulhento	clamoroso
psicadélico	inquieto/colorido/psicotrópico
remanescente	vivente
exploratório	preliminar
árido	seco/inóspito
bombástico	retórico
cronometrado	regular
vigésimo	ordinal
chuvoso	húmido/molhado
intrigante	confuso/interessante
fervoroso	entusiástico/entusiasta
empolgante	emocional
iluminado	fluorescente/fosforescente/incandescente/lívido/luminoso
barata	pagável
imaculado	puro/limpo
desconfortável	incômodo/azarado/irritante/doloroso/incómodo
profético	preditivo/aziago/apocalíptico
cáustico	destrutivo/arisco/desagradável
moreno	cromático
tirano	dominador
patológico	doente/adoentado/doentio/insalubre
fortuito	afortunado
quatrocentos	cardinal/cardeal
idílico	aprimorado/simpático/perfeito/agradável
crível	convincente/suposto
mórbido	doente/adoentado/doentio/insalubre
altista	optimista/otimista
tenro	mastigável/protector/jovem/sentimental
mercantil	comercial
acrobático	ativo
chique	elegante/actual/contemporâneo/inovador/moderno/progressista
vadio	desempregado
infravermelho	invisível
inativo	inerte
melodramático	dramático
cortante	acídulo/azedo/desgradável
durável	prestativo
sarcástico	corrosivo/brincalhão/saturnino/patético/satírico/travesso/arteiro
zeloso	entusiástico/entusiasta
requerido	necessário/essencial
fútil	trivial/vão/frívolo/leviano/informal/tonto/inapto/inútil/impróprio
malandro	corrupto
forçoso	obrigatório/essencial/imprescindível
dogmático	estreito
opaco	incompreensível/esbranquiçado/glauco/lácteo
odioso	ofensivo/abominável
feudal	subalterno
leviano	frívolo/fútil
destacado	superior
incógnito	anónimo/anônimo
esférico	redondo/circular/arredondado
invencível	inconquistável/imbatível
encantador	desonroso
repugnante	ofensivo
piedoso	devoto/hipócrita/religioso
insensato	tolo
ancião	sênior
febril	inquieto
casual	fácil/ocasional/intermitente/irregular/periódico
diagonal	oblíquo
imbecil	fátuo/burro/idiota/sonso/estúpido
beatificação	bom/boa
fisiológico	físico
oco	cavernoso/tubular
permissivo	indulgente
impeditivo	preventivo
episódico	temporário/imprevisível
comedido	suave
insuperável	inconquistável
majestoso	impressionante
antepenúltimo	intermédio
merecedor	decoroso/digno
subalterno	feudal/subserviente
extensível	longo
recôndito	esotérico
infiel	adulterino/pérfido/traiçoeiro
redundante	desnecessário/prolixo
arriscado	alarmante/aventureiro/perigoso/inquietante
pardo	cromático
binário	múltiplo
palaciano	impressionante
intuitivo	espontâneo
intermitente	esporádico/casual/raro
triangular	angular
aprazível	simpático/cativante/deleitoso/gratificante/admirável/cheiroso/delicioso/agradável
irrefutável	inegável
obediente	condescendente/aquiescente
terminado	polido/acabado
indiscreto	imprudente
imutável	consistente/firme/invariável/inalterável
perene	contínuo/permanente/duradouro
predileto	popular
caprichoso	inconstante
versátil	variável
auto-suficiente	independente
meticuloso	preciso
inválido	nulo
obeso	oleoso/gordo/gordurento/gorduroso
delgado	tênue/esbelto/magro
engraçado	humorístico/ridículo/sutil/irônico/espirituoso/jocoso/hilário/hilariante/cômico/divertido/grotesco
esplêndido	bonito/formoso/lindo/belo
fluente	gracioso
laborioso	intrincado/diligente/foda/difícil/árduo
desprezível	patético/maléfico/abjeto/miserável/mau/má/ruim/malvado
ensurdecedor	tempestuoso/alta/berrante/alto
sexy	pornográfico/sexual/libidinoso/erótico/doidão/orgíaco/verde/promíscuo/excitado/indecente/quente/devasso/lascivo
modular	padrão
gentil	grácil/afável/cortês/amável/mimoso
doido	insano
tangencial	irrelevante
inventivo	original/capaz/criativo/criador
enésimo	ordinal
habilidoso	capaz/mestre/consumado/versado/competente/hábil/experiente/talentoso
cândido	crédulo
atroz	maléfico/alarmante/mau/má/ruim/malvado/inquietante
tonto	frívolo/doente/fútil/enfermo
dócil	manso/tratável
décima	ordinal
comunicativo	falador/francófono/expressivo/verbal/hispanófono/anglófono/anedótico/narrativo/heráldico/comunicável/significativo
desajeitado	estranho/esquisito
inalienável	intransmissível/absoluto/inviolável
perpendicular	vertical/ortogonal/retangular/honrado/reto/íngreme
fidedigno	responsável
expresso	explícito/rápido/veloz
embriagado	excitado/drogado/orgíaco/tocado/pedrado/entusiasmado/grogue
setentrional	nórdico/azul/federal/nortista
benigno	amável
facultativo	opcional
opressivo	dominador
frouxo	folgado/inapropriado
jocoso	humorístico/engraçado
audacioso	aventureiro/ousado/heróico/inconsequente/temerário/intrépido/audaz/bravo/destemido/corajoso
ruivo	cromático
detestável	ofensivo/abominável
indecente	ordinário/obsceno/sugestivo/sensual/sexy
formoso	extraordinário/cênico/atraente/esplêndido/lindíssimo/fantástico/glorioso/pitoresco/bonito/precioso/magnífico/deslumbrante/maravilhoso/lindo/belo
opcional	facultativo
negligente	malfeito/desleixado
estendido	longo
ad_hoc	específico
estonteante	surpreendente/extraordinário
prestigioso	influente/emocionante/excitante
microscópico	pequeno/visível
enfático	peremptório/assertivo/agressivo
errante	falível
fragmentário	parcial/fracionário
truculento	agressivo
invisual	cego/daltônico
tolo	carinho/risível/inane/insensato/louco/néscio/maluco/absurdo/demente
ermo	triste
cereja	cromático
demoníaco	insano
veado	homo/gay/homossexual
vil	maléfico/mau/má/ruim/malvado
violeta	cromático
impreciso	enigmático
faminto	esfomeado/desnutrido
esfomeado	faminto
oratório	retórico
canônico	ortodoxo
íngreme	perpendicular/abrupto/repentino/brusco
obstinado	tenaz/porfiado/teimoso
compêndio	sucinto/lacônico/conciso
incandescente	glorioso/iluminado
cativante	aprazível
massivo	grande
vetusto	passado
gracioso	elegante/luxuriante/fluente/luxuoso/fluido
inefável	sagrado
casto	moral/virgem/virginal
reprovável	culpado
calunioso	prejudicial/nocivo/daninho/danoso
profícuo	benéfico/preferencial/vantajoso/bom/positivo/boa/discriminatório
bucólico	rural
medonho	inquietante/alarmante
alérgico	suscetível
gasoso	vaporoso
airoso	luxuriante/luxuoso
proibitivo	preventivo
amistoso	social/amável/afável
paranóico	insano
tenaz	adesivo/teimoso/obstinado
difamatório	prejudicial/nocivo/daninho/danoso
aerodinâmico	liso/macio
diligente	paciente/aplicado/empreendedor/esforçado/operoso/laborioso/trabalhador/assíduo
angular	retangular/triangular
assimétrico	desigual/torto
extrovertido	sociável
inóspito	desolado/hostil/estéril/árido
benevolente	amável
questionável	solúvel
solícito	atento
inato	inteligente
desgostoso	ofensivo
aditivo	incremental/cumulativo/extra/complementar/suplementar/adicional
granítico	duro
honorífico	respeitoso
maldoso	malicioso/danoso/malevolente/venenoso/malévolo/calúnia/malvado/perverso
fenomenal	extraordinário
franzino	tênue/esbelto/magro
pirotécnico	extraordinário
capitanear	alto
impermeável	hidrófugo
libertino	imoral
estacionário	imóvel
irado	bravo/indignado/lívido/colérico/furioso/feroz/raivoso/furibundo/zangado/irritado
justificável	desculpável
abominável	alarmante/execrável/maléfico/odioso/detestável/mau/má/ruim/malvado/inquietante
desordenado	eriçado/hirto
conciso	elíptico/sentencioso/compêndio/sumário/sucinto/curto/lacônico
cercado	inclusive/fechado/embutido/incluído
retangular	angular/perpendicular
desperto	acordado/insone
malicioso	danoso/malevolente/venenoso/malévolo/maldoso/calúnia/malvado
homo	transexual/lésbico/bicha/transsexual/veado/gay
ulterior	longínquo/concomitante/resultante/decorrente/posterior/subsequente/distante
altivo	orgulhoso
respeitoso	honorífico/deferente
destemido	aventureiro/ousado/heróico/inconsequente/audacioso/temerário/intrépido/valoroso/valente/afoito/arrojado/audaz/bravo/corajoso
maníaco	descontrolado/insano/selvagem
rosado	cromático
inconciliável	inconsistente
errôneo	errado/incorreto
impenetrável	incompreensível
bêbedo	drogado/orgíaco/tocado/pedrado/grogue
controlável	manipulável
desnivelado	desigual
nortista	setentrional/nordestino
inconsistente	contraditório/inconciliável/incompatível/discrepante
relacionado	afim/correspondente/descendente/semelhante
tórrido	esquentado/quente
virulento	mortal/arisco/tóxico/desagradável
sucinto	elíptico/sentencioso/compêndio/sumário/curto/lacônico/conciso
oblíquo	diagonal
senhorial	nobre
neoclássico	clássico
esguio	pequeno/tênue/esbelto/magro
eqüidistante	parelho/idêntico/igual/análogo
textual	explícito/exato/preciso/correcto/certo
segurado	confiante
cortês	gentil/sofisticado
incomensurável	incomparável
vaidoso	contente
condescendente	obediente
horrendo	triste
coxo	inapropriado
clamoroso	barulhento/ruidoso
avariado	enrugado
tendencioso	parcial
abdominal	gordo
abjeto	desprezível/infeliz/miserável
desatento	inconsiderado
inigualável	incomparável
possante	influente
inviolável	sagrado/inalienável/invulnerável
agradecido	simpático/apreciativo/reconhecido/grato/obrigado/gratidão/agradável
maternal	materno
gélido	frio
varão	masculino/fálico/macho
miraculoso	sobrenatural
insidioso	prejudicial/perigoso/nocivo/daninho/danoso
caucasiano	branco/branca/caucasiana
excitado	embriagado/sensual/inquieto/louco/nervoso/ébrio/bêbado/sexy
temerário	audacioso/audaz/bravo/destemido/corajoso
enfermo	frenético/delirante/nauseante/paralítico/tísico/verdejante/diabético/vertiginoso/tonto/indisposto
expansivo	eufórico
viril	masculino/macho
colateral	secundário
tempestuoso	ventoso/ensurdecedor/encaracolado/ondeante/furioso/feroz/raivoso
maleável	tratável
defensável	invulnerável
indefensável	vulnerável
brincalhão	traquinas/sarcástico/irônico
carinhoso	apaixonado/terno/cálido/meigo/enfatuado/amoroso
quádruplo	múltiplo
significante	monumental/notável
experimentado	versado
antipático	sujo/mesquinho
instruído	erudito
descontrolado	maníaco/delirante/caótico/frenético
calamitoso	inquietante/alarmante
maléfico	sinistro/vil/atroz/ruim/nefando/desprezível/infernal/mau/abominável/diabólico
recto	direito/bom/justo
voraz	cobiçoso/comilão/guloso/sequioso
cultivado	grácil/mimoso
anglófono	comunicativo
propenso	inclinado
improdutivo	estéril/infértil
inveterado	ordinário/costumeiro/genérico/comum/geral/usual/habitual
lesto	ativo
indigente	pobre
antárctico	polar
indomável	inconquistável
lésbico	homo/gay/homossexual
venerável	honrado/velho
sonolento	adormecido
benévolo	amável
fluorescente	iluminado/colorido
espirituoso	humorístico/engraçado
insípido	espalhafatoso/presumido/vistoso/mirabolante
meigo	protector/sentimental/carinhoso/amoroso
prolixo	difuso/pleonástico/excessivo/supérfluo/desnecessário/tautológico/redundante
impessoal	objetivo
injurioso	ofensiva/ofensivo
pormenorizado	prudente/atento
demorado	retardado
convulsivo	inseguro/violento/oscilante
afortunado	bom/sortudo/fortuito/contente/feliz/boa
penetrante	perspicaz
reciclável	útil
apetitoso	saboroso
corriqueiro	recebido/habitual
afoito	heróico/animoso/valente/destemido
jovial	ditoso
amarelado	cromático
ventoso	tempestuoso
costumeiro	medíocre/crônico/cotidiano/banal/usual/habituado/quotidiano/indiferente/habitual/inveterado
arável	produtor/produtivo
forense	aplicado/retórico
descuidado	malfeito/desleixado
curativo	saudável
arenoso	loiro
carnal	físico
luxuriante	gracioso/esbelto/garboso/airoso/elegante
senil	velho
infatigável	energético/enérgico
monocromático	colorido
desperdiçado	perdido
incongruente	incompatível/discrepante/inapropriado
inconstante	volátil/artificial/caprichoso/instável/falso/volúvel
esfarrapado	cansado
castiço	puro/virginal/impoluto/virgem
basilar	fundamental/radical/elementar/rudimentar
soturno	triste
adesivo	coesivo/aderente/tenaz/viscoso/coerente/coeso/colante
prateado	acromático/radiante/brilhante/luminoso/claro
guloso	voraz
utilizável	útil/prestativo/descartável
claustrofóbico	receoso
daninho	difamatório/insidioso/deletério/prejudicial/fraudulento/catastrófico/mal/calunioso/abusivo/danoso/infamante
aproximado	próximo
magnânimo	liberal/nobre
inatacável	invulnerável
relacional	relativo
milionésimo	ordinal
opressor	dominador
malcriado	indelicado
apenso	próximo
verdejante	doente/enfermo
frívolo	trivial/leviano/informal/tonto/fútil
malévolo	malicioso/perverso/maldoso
absorvente	esponjoso/interessante
audaz	ousado/aventureiro/heróico/inconsequente/audacioso/temerário/intrépido/bravo/destemido/corajoso
persuasivo	constrangedor/coerente
praticável	possível
impoluto	castiço/puro
perspicaz	penetrante/arguto/subtil/incisivo
habilitado	eficaz/capaz/eficiente
descomunal	grande
insolente	desrespeitoso
titânico	grande
inconsolável	desolado
sadio	lúcido
impulsivo	espontâneo
elíptico	sucinto/lacônico/conciso
lotado	intocado/estufado
transexual	homo/gay/homossexual
pérfido	infiel
paralítico	enfermo/doente
astuto	ladino/ágil/precioso/ardiloso/esperto/alerta/animado/hábil
berrante	ensurdecedor/grande/vocal
cozinhado	queimado/assado/saltear
intocado	cheio/pleno/lotado
supersticioso	irracional
imprudente	precipitado/indiscreto
extrajudicial	ilegal
adaptável	adaptativo/elástico/ajustável/variável/flexível
promíscuo	sensual/sexy
realizável	possível
diáfano	fino
lácteo	opaco
execrável	abominável
falível	errante
seleto	superior
inclinado	propenso/oblíqua/predisposto/enviesado/tendente
conversador	tagarela
malvado	sinistro/contrário/malicioso/vil/atroz/agressivo/ruim/nefando/oposto/desprezível/infernal/beligerante/mau/abominável/diabólico/perverso/maldoso
bondoso	amável
arguto	perspicaz
crepuscular	escuro
frutífero	prolífico/generoso/produtivo/fértil/farto
sossegado	constituído
censurável	culpado
coloquial	informal
impagável	precioso/valioso
lúgubre	pesaroso/triste
hirto	caótico/desmazelado/desordenado
abrasivo	áspero
azarado	incômodo/infeliz/miserável/triste/incómodo/desconfortável
tangível	concreto/material
lastimável	triste
corpulento	gordo
equatorial	tropical
aerodinâmica	liso/macio
demente	tolo
prolífico	fértil/produtor/produtivo/proveitoso/fecundo/frutífero
outonal	maduro/maturo
espalhafatoso	insípido
imaterial	espiritual/intangível
prestável	serviçal/obsequioso/direito
inapropriado	ruim/manco/incongruente/mole/aflito/deficiente/brando/estropiado/aleijado/fofo/flácido/perneta/coxo/frouxo
online	corrente/actual/atual
vernáculo	informal
exasperante	intensificador
morena	bronzeado/escuro
regulável	variável/mutável
esbelto	tênue/luxuriante/cadavérico/anoréxico/luxuoso/esguio/delgado/franzino/fino/magro
pasmo	receoso
ensanguentado	sangrento
desocupado	vazio
trigésimo	ordinal
despercebido	esquecido
ocioso	desempregado
extenuante	magoado/traumático/terno/sensível/ofendido
falador	comunicativo
formigueiro	impressionante
acastanhado	cromático
imaturo	juvenil/pueril/infantil
viscoso	adesivo/espesso
nojento	ofensivo
degenerativo	crônico
cumulativo	cobiçoso/aditivo/sequioso
reluzente	radiante/brilhante/luminoso/claro
bendito	feliz/sagrado/santo/contente
incomum	extraordinário
artificioso	artificial/afetado
desenvolto	capaz
cor-de-laranja	cromático
sequioso	voraz/predatório/possessivo/cumulativo/avaro/ávido/ganancioso/acumulativo/predador
ambivalente	incerto/inseguro
opulento	precioso/valioso
risível	tolo
ruim	levado/inferior/maléfico/sinistro/vil/inapropriado/deplorável/incompetente/medíocre/desfavorável/atroz/apavorante/terrível/horrível/nefando/lamentável/fedorento/travesso/desprezível/infernal/abominável/diabólico/mau/má/malvado
métrico	rítmico
valoroso	heróico/animoso/valente/destemido
asmático	doente/adoentado/doentio/insalubre
translúcido	leve
vagaroso	desempregado
subserviente	subalterno/servil
duodécimo	ordinal
silvestre	feroz/fero
crescido	maturo/maduro
indissolúvel	permanente/duradouro
impo	impressionante
extraconjugal	ilícito
ad-hoc	específico
onipotente	poderoso
mirabolante	insípido
fofo	inapropriado/macio
bestial	inumano/desumano
piramidal	pontudo
contestável	discutível
preconceituoso	subjetivo
oscilante	convulsivo
inumano	desalmado/bestial/feroz/bárbaro/animal/cruel/brutal/desumano
aziago	profético
avermelhado	cromático
atrapalhado	estranho/esquisito
tricolor	colorido
efervescente	espumoso/borbulhante
surdo-mudo	surdo
unívoco	absoluto
intrépido	audacioso/audaz/bravo/destemido/corajoso
psicotrópico	psicadélico
glacial	frio
torpe	desonroso/imoral
corpóreo	físico/corporal/corporativo
inapto	nulidade/inutilizável/inútil/fútil/vão
alienígena	externo/internacional
multicolor	colorido
cabeludo	alarmante/inquietante
colérico	passional/bravo/zangado/irado/irritado
gostoso	saboroso
arredondado	esférico/global
ébrio	excitado/drogado/orgíaco/tocado/pedrado/entusiasmado/grogue
intransmissível	inalienável
inexpressivo	reservado
presumido	insípido/pomposo
pesaroso	agoniado/fúnebre/lúgubre/amargo/lutuoso
predisposto	inclinado
constrangedor	persuasivo/poderoso
tocado	embriagado/ébrio/bêbado/bêbedo
nutritivo	saudável
anêmico	débil
raivoso	bravo/tempestuoso/zangado/irado/irritado
alado	rápido/veloz
lilás	cromático
ártico	frio/polar
deslizante	escorregadio
pueril	imaturo/infantil
pedregoso	áspero
crédulo	cândido
escarpado	súbito/abrupto/repentino
interdependente	dependente
gorduroso	gordo/obeso
pequenito	pequeno
refinado	grácil/mimoso
dual	plural
paranormal	psíquico
desafiador	relutante/intrincado/resistente/foda/difícil/árduo
tirante	cromático
desculpável	justificável
danoso	malicioso/difamatório/insidioso/deletério/prejudicial/fraudulento/catastrófico/mal/calunioso/abusivo/infamante/perverso/maldoso/nocivo/daninho
folgado	frouxo/solto
pensativo	triste
amedrontado	receoso
inconformista	esquisito/alternativo/bizarro/estranho
concomitante	subsequente/posterior/ulterior
policromático	colorido
polido	acabado/sofisticado/terminado
fétido	fedorento/malcheiroso
vegetativo	involuntário/assexual
verificável	determinável
púrpura	cromático
acre	saboroso/arisco/desagradável
fotogênico	atraente
magoado	árduo/dolorido/doloroso/extenuante/doído
bronzeado	cromático/morena
arquetípico	primeiro
trienal	periódico
acídulo	cortante/ácido/adstringente/acerbo/picante/azedo
desabitado	solitário/abandonado
voluptuoso	indulgente
esticado	tenso
sortido	diferente/heterogêneo
resoluto	definitivo
travesso	ruim/traquinas/sarcástico/irônico
circunstanciado	prudente/atento
séptico	poluente/purulento
fálico	varão/macho
manipulável	dirigível/administrável/controlável/governável
bem-intencionado	amigável
indolor	fácil
ganancioso	cobiçoso/sequioso
adorável	amorável
indisposto	doente/enfermo
intangível	imaterial
angélico	amorável/bom/boa
perfumado	cheiroso/fragrante
alternado	cíclico
estufado	cheio/pleno/lotado
copioso	verde/torrencial/lauto/fácil/farto/bastante/basto/abundante
quantificável	quantitativo
indulgente	favorável/permissivo/decadente/voluptuoso
sagaz	sábio
basto	verde/torrencial/abundante/copioso/bastante/lauto/fácil
biodegradável	perecível
lânguido	letárgico
sétima	ordinal
pavoroso	desagradável/inquietante/alarmante/arisco
rectilíneo	unidimensional
desolado	inóspito/inconsolável
bem-sucedido	produtivo/vitorioso/próspero/triunfante/viçoso/ganhador
galáctico	grande
graduado	alto
transtornado	inquieto
desleixado	húmido/descuidado/negligente/molhado
mal-educado	indelicado
volúvel	variável/inconstante/mutável
ardiloso	astuto
cheiroso	aprazível/fragrante/perfumado
desvantajoso	negativo
belicoso	agressivo/militar
bidimensional	alisado
sortudo	afortunado
saibro	acromático
qüinquagésimo	ordinal
eletrizante	emocionante/excitante
perecível	biodegradável
absorto	atento
frugal	parcimonioso
esmero	intenso/intensivo
amolgado	fino
garboso	luxuriante/luxuoso
esverdeado	cromático
cálido	carinhoso/amoroso
retardado	demorado/idiota/tardio
agridoce	triste/saboroso
alcançável	possível
prorrogável	longo
encharcado	coberto/húmido/molhado
nítrico	temporão/precoce/cedo
nublado	confuso/perplexo
lascivo	sensual/sexy
jeitoso	ágil/alerta/animado/hábil
azulado	cromático
avaro	cobiçoso/sequioso
asseado	limpo
rendoso	económico/rentável/lucrativo
encorpado	gordo
solúvel	questionável
batalhador	agressivo
compulsório	obrigatório/essencial/imprescindível
desencorajador	desencorajante
inquebrantável	constante
insalubre	asmático/gangrenoso/patológico/mental/ictérico/inflamatório/espumoso/artrítico/descorado/mórbido
lastimoso	infeliz/miserável
pasmado	receoso
angelical	bom/amorável/boa
gorducho	gordo
boa	satisfatório/angelical/afortunado/favorável/magnífico/sólido/beatificação/aceitável/angélico/profícuo/vantajoso/propício
ufano	orgulhoso
infértil	estéril/improdutivo
tacanho	tinhoso
tépido	caloroso
libidinoso	sensual/sexy
afinado	certo/justo/correto
enjoativo	ofensivo
alterno	cíclico
cinético	dinâmico/movente
lívido	bravo/iluminado/zangado/irado/irritado
oleoso	gordo/obeso
renomado	sabido
cabalístico	esotérico
quíntuplo	múltiplo
sociável	social/útil/extrovertido/congenial
alaranjado	cromático
chamativo	atraente
mutável	volúvel/regulável/volátil/instável
servil	subserviente
inelegível	inadequado/ilegal
proporcionado	idêntico/coincidente
aleijado	inapropriado
modal	normal
enrugado	avariado
consciencioso	prudente/atento
ladino	astuto
atabalhoado	aleatório
encaracolado	tempestuoso/crespo
poroso	permeável
possessivo	cobiçoso/sequioso
insano	doido/maníaco/instável/louco/doidão/lelé/demoníaco/sandeu/furioso/paranóico/maluco
consonante	harmonioso
extraviado	perdido
incolor	pálido
disposto	imediato/rápido
embutido	cercado
pontiagudo	pontudo
desacompanhado	solitário/singular/único
virginal	puro/casta/casto/castiço
gregário	social
arcano	esotérico
pedante	erudito
acinzentado	acromático
entendível	compreensível
cavernoso	oco/vazio
transsexual	homo/gay/homossexual
péssimo	pior
adoentado	crítico/asmático/gangrenoso/patológico/mental/ictérico/inflamatório/espumoso/artrítico/descorado/mórbido
teso	inflexível
decimal	quantitativo
ajustável	elástico/adaptável/variável/flexível
estropiado	inapropriado
indetectável	invisível
pegajoso	húmido/molhado
viçoso	próspero/bem-sucedido
malcheiroso	bolorento/ofensivo/rançoso/fedorento/ranço/fétido
tubular	vazio/oco
antropomórfico	humano
bolorento	malcheiroso/fedorento
substituível	intercambiável
anoréxico	tênue/esbelto/magro
primitiva	temporão/cedo
idiossincrático	individual
empoeirado	coberto
alucinatório	irreal
invasivo	agressivo
judicioso	discreto
multilingue	bilíngüe
extático	ditoso
aveludado	liso/macio
esbranquiçado	acromático/opaco
viajado	cosmopolita
venal	corrupto
indelicado	grosseiro/malcriado/malcomportado/descortês/rude/mal-educado
esbanjador	destrutivo
estaladiço	fresco/recente
rechonchudo	gordo
pusilânime	covardemente/covarde/cobarde
glamoroso	emocionante/excitante
assintomático	bem
erétil	vertical
escarlate	colorido
unidimensional	rectilíneo/linear
acalorado	perto/próximo/vizinho
inflamatório	doente/adoentado/doentio/insalubre
alongado	longo
acerbo	acídulo/arisco/desagradável/azedo/desgradável
equivocado	desonroso
atingível	possível
dúplice	múltiplo
inusual	exótico/estranho/fantástico/esquisito/singular/diferente/único/curioso/bizarro/assustador/gótico
letárgico	apático/indiferente/lânguido
duradoiro	prestativo
dirigível	manipulável
evanescente	temporário
devasso	imoral/passional/sensual/sexy
abstruso	esotérico
saciado	contente
pedrado	embriagado/ébrio/bêbado/bêbedo
torcido	escuso
inopinado	staccato
onisciente	sábio
pré-adolescente	jovem
loquaz	tagarela
enjoado	triste
flamejante	passional
irrestrito	abandonado
anguloso	áspero
ranhoso	sujo/orgulhoso
tratável	maleável/dócil
invulnerável	seguro/justo/intocável/defensável/apertado/inatacável/inviolável
impudico	sujo
assimilável	digerível
parcimonioso	económico/frugal
madrepérola	acromático
penitente	penitencial
fosforescente	iluminado
daltônico	invisual/cego
dolorido	desagradável/magoado/traumático/terno/sensível/ofendido/arisco
tagarela	conversador/loquaz
descartável	líquido/usável/disponível/utilizável
musculoso	forte
disfuncional	lesionado
enviesado	inclinado
impressionável	suscetível
apavorado	receoso
ajuizado	sábio
repreensível	incorrecto/culpado
divisível	separável
legendário	sabido
conspícuo	proeminente/importante/ilustre
presunçoso	confiante/orgulhoso/contente
brega	inferior
fátuo	imbecil/idiota/estúpido/sonso
inutilizável	vão/inapto/inútil/impróprio
adaptativo	adaptável
mimoso	refinado/cultivado/gentil
multicolorido	colorido
devotado	dedicado
fulo	violento
quadragésimo	ordinal
oculto	esotérico
ignominioso	desonroso/imoral
sensitivo	árduo/difícil/foda/intrincado
desonroso	encantador/desgraçado/equivocado/degradante/enganador/ilusório/enganoso/ignominioso/torpe
multidimensional	dimensional/tridimensional
boreal	azul/federal
furibundo	bravo/zangado/irado/irritado
lodoso	escorregadio
comilão	voraz
horripilante	alarmante/inquietante
executável	possível
desrespeitoso	insolente/escarnecedor
versado	experiente/habilidoso/experimentado/talentoso
néscio	tolo
moldável	suscetível
furiosa	passional
síncrono	coexistente/concorrente/paralelo/sincrônico/contemporâneo/coincidente/simultâneo
sabido	proverbial/lendário/famoso/renomado/célebre/notável/ilustre/legendário
manco	inapropriado/débil
nefando	maléfico/mau/má/ruim/malvado
relaxado	lasso
rançoso	fedorento/malcheiroso
heráldico	comunicativo
evocador	consciente
aurífero	metálico
fervente	entusiástico/entusiasta
infamante	imoral/prejudicial/nocivo/daninho/danoso
governável	manipulável
predatório	cobiçoso/agressivo/sequioso
sentencioso	sucinto/lacônico/conciso
estarrecedor	incrível/inacreditável
especificado	específico/nominal/mero
augusto	honrado
flácido	macio/inapropriado
classificável	identificável
transcontinental	continental
fedorento	ofensivo/bolorento/ruim/rançoso/ranço/fétido/malcheiroso
antitético	diferente
suplicante	importuno
fracionário	fragmentário/meio/metade
preexistente	antecedente
cultivável	produtor/produtivo
covarde	pusilânime
aquoso	líquido/húmido/molhado
somático	físico
semiautomático	automático
lauto	verde/torrencial/fácil/farto/bastante/basto/copioso/abundante
invariante	invariável
encardido	sujo
arisco	infernal/amargoso/lamentável/pavoroso/áspero/dolorido/acre/triste/amaro/virulento/terrível/acerbo/animal/horrível/amargo/cáustico/doloroso
quadricular	quadrado
esponjoso	macio/absorvente
grogue	embriagado/ébrio/bêbado/bêbedo
linda	atraente
sumido	perdido
sexagésimo	ordinal
imperecível	permanente/duradouro
desassossegado	precário/preocupado/apreensivo
reutilizável	útil
ignoto	inferior
lasso	relaxado/flexível
serviçal	prestável/direito
mandão	dominador
jubiloso	ditoso
sincrônico	síncrono/coexistente/concorrente/paralelo/contemporâneo/coincidente/simultâneo
orgíaco	embriagado/sensual/ébrio/bêbado/bêbedo/sexy
ditoso	alegre/jubiloso/extático/festivo/jovial/feliz/contente/vívido
ubíquo	presente
deletério	prejudicial/nocivo/daninho/danoso
fero	silvestre/selvagem
cómodo	bom/oportuno
antinatural	violento
curvilíneo	tortuoso/circunflexo
entretido	interessante
antártico	polar
laminado	fino
convexo	biconvexo
habituado	costumado/usual/geral/comum/habitual/genérico/costumeiro/ordinário
incremental	aditivo
eriçado	caótico/desmazelado/desordenado
sapiente	erudito
gelatinoso	espesso
espumoso	doente/efervescente/adoentado/doentio/insalubre
separável	divisível
noventa_e_nove	cardinal/cardeal
comunicável	comunicativo
alternante	cíclico
pleonástico	prolixo
hipersensível	suscetível
enfatuado	carinhoso/amoroso
deferente	respeitoso
intrincado	frustrante/complexo/ambicioso/controvertido/tortuoso/difícil/sensitivo/labiríntico/laborioso/desafiador/desconcertante/complicado/problemático/espinhoso/colonial
faiscante	radiante/brilhante/luminoso/claro
desalmado	inumano/desumano
venial	perdoável
desencorajante	desencorajador/desalentador
roliço	gordo
saltear	cozinhado
irritável	tenso
tísico	doente/enfermo
vaporoso	gasoso
borbulhante	efervescente
digerível	assimilável
trapaceiro	crítico
focal	central
pétreo	cromático
mandrião	devagar/lento
adstringente	acídulo/azedo/desgradável
pagável	devido/barata/vencido/barato
costumado	habituado/usual
incômodo	azarado/irritante/desconfortável/doloroso
ortogonal	perpendicular
acumulativo	cobiçoso/sequioso
agoniado	pesaroso
discrepante	incongruente/inconsistente
tempestivo	pontual
casadoiro	maturo/maduro
ziguezagueante	escuso
vivente	remanescente/realístico/existente
parelho	equivalente/eqüidistante
indemne	incólume/salvo/ileso
correto	exacto/perfeito/preciso/afinado/certo/exato
congruente	idêntico/coincidente
semicircular	tortuoso/circunflexo
décimo_segundo	ordinal
cento_e_oitenta	cardinal/cardeal
tíbio	caloroso
