muito	numeroso
sobrenatural	maravilhoso/barroco/metafísico/mágico/estranho/esquisito/misterioso/extravagante/milagroso/miraculoso/bizarro
brioso	nobre
fecundo	produtor/prolífico/generoso/farto/produtivo/fértil
labiríntico	complexo/intrincado
apressado	precipitado
proveitoso	económico/prolífico/generoso/produtivo/rentável/fértil/lucrativo/farto
indefectível	verdadeiro
assombroso	surpreendente
mendigo	infeliz/miserável
barulhento	clamoroso
psicadélico	inquieto/colorido/psicotrópico
exploratório	preliminar
árido	seco/inóspito
remanescente	vivente
bombástico	retórico
cronometrado	regular
vigésimo	ordinal
chuvoso	húmido/molhado
intrigante	confuso/interessante
fervoroso	entusiástico/entusiasta
empolgante	emocional
iluminado	fluorescente/fosforescente/incandescente/lívido/luminoso
barata	pagável
profético	preditivo/aziago/apocalíptico
imaculado	puro/limpo
desconfortável	incômodo/azarado/irritante/doloroso/incómodo
cáustico	destrutivo/arisco/desagradável
moreno	cromático
tirano	dominador
fortuito	afortunado
quatrocentos	cardinal/cardeal
patológico	doente/adoentado/doentio/insalubre
idílico	aprimorado/simpático/perfeito/agradável
crível	convincente/suposto
mórbido	doente/adoentado/doentio/insalubre
altista	optimista/otimista
tenro	mastigável/protector/jovem/sentimental
mercantil	comercial
acrobático	ativo
chique	elegante/actual/contemporâneo/inovador/moderno/progressista
vadio	desempregado
infravermelho	invisível
inativo	inerte
melodramático	dramático
cortante	acídulo/azedo/desgradável
zeloso	entusiástico/entusiasta
durável	prestativo
sarcástico	corrosivo/brincalhão/saturnino/patético/satírico/travesso/arteiro
requerido	necessário/essencial
fútil	trivial/vão/frívolo/leviano/informal/tonto/inapto/inútil/impróprio
forçoso	obrigatório/essencial/imprescindível
malandro	corrupto
dogmático	estreito
odioso	ofensivo/abominável
opaco	incompreensível/esbranquiçado/glauco/lácteo
feudal	subalterno
leviano	frívolo/fútil
destacado	superior
incógnito	anónimo/anônimo
esférico	redondo/circular/arredondado
invencível	inconquistável/imbatível
encantador	desonroso
piedoso	devoto/hipócrita/religioso
repugnante	ofensivo
insensato	tolo
ancião	sênior
febril	inquieto
diagonal	oblíquo
casual	fácil/ocasional/intermitente/irregular/periódico
imbecil	fátuo/burro/idiota/sonso/estúpido
fisiológico	físico
beatificação	bom/boa
permissivo	indulgente
oco	cavernoso/tubular
episódico	temporário/imprevisível
comedido	suave
insuperável	inconquistável
impeditivo	preventivo
majestoso	impressionante
merecedor	decoroso/digno
subalterno	feudal/subserviente
antepenúltimo	intermédio
extensível	longo
recôndito	esotérico
infiel	adulterino/pérfido/traiçoeiro
redundante	desnecessário/prolixo
arriscado	alarmante/aventureiro/perigoso/inquietante
pardo	cromático
palaciano	impressionante
intuitivo	espontâneo
intermitente	esporádico/casual/raro
binário	múltiplo
irrefutável	inegável
triangular	angular
aprazível	simpático/cativante/deleitoso/gratificante/admirável/cheiroso/delicioso/agradável
obediente	condescendente/aquiescente
indiscreto	imprudente
terminado	polido/acabado
predileto	popular
caprichoso	inconstante
imutável	consistente/firme/invariável/inalterável
perene	contínuo/permanente/duradouro
versátil	variável
auto-suficiente	independente
meticuloso	preciso
inválido	nulo
delgado	tênue/esbelto/magro
engraçado	humorístico/ridículo/sutil/irônico/espirituoso/jocoso/hilário/hilariante/cômico/divertido/grotesco
obeso	oleoso/gordo/gordurento/gorduroso
esplêndido	bonito/formoso/lindo/belo
fluente	gracioso
laborioso	intrincado/diligente/foda/difícil/árduo
ensurdecedor	tempestuoso/alta/berrante/alto
sexy	pornográfico/sexual/libidinoso/erótico/doidão/orgíaco/verde/promíscuo/excitado/indecente/quente/devasso/lascivo
modular	padrão
gentil	grácil/afável/cortês/amável/mimoso
doido	insano
desprezível	patético/maléfico/abjeto/miserável/mau/má/ruim/malvado
tangencial	irrelevante
inventivo	original/capaz/criativo/criador
enésimo	ordinal
habilidoso	capaz/mestre/consumado/versado/competente/hábil/experiente/talentoso
cândido	crédulo
atroz	maléfico/alarmante/mau/má/ruim/malvado/inquietante
tonto	frívolo/doente/fútil/enfermo
dócil	manso/tratável
décima	ordinal
comunicativo	falador/francófono/expressivo/verbal/hispanófono/anglófono/anedótico/narrativo/heráldico/comunicável/significativo
desajeitado	estranho/esquisito
inalienável	intransmissível/absoluto/inviolável
fidedigno	responsável
expresso	explícito/rápido/veloz
embriagado	excitado/drogado/orgíaco/tocado/pedrado/entusiasmado/grogue
perpendicular	vertical/ortogonal/retangular/honrado/reto/íngreme
setentrional	nórdico/azul/federal/nortista
benigno	amável
frouxo	folgado/inapropriado
facultativo	opcional
opressivo	dominador
audacioso	aventureiro/ousado/heróico/inconsequente/temerário/intrépido/audaz/bravo/destemido/corajoso
ruivo	cromático
detestável	ofensivo/abominável
jocoso	humorístico/engraçado
indecente	ordinário/obsceno/sugestivo/sensual/sexy
estendido	longo
formoso	extraordinário/cênico/atraente/esplêndido/lindíssimo/fantástico/glorioso/pitoresco/bonito/precioso/magnífico/deslumbrante/maravilhoso/lindo/belo
opcional	facultativo
negligente	malfeito/desleixado
ad_hoc	específico
prestigioso	influente/emocionante/excitante
microscópico	pequeno/visível
estonteante	surpreendente/extraordinário
errante	falível
fragmentário	parcial/fracionário
truculento	agressivo
enfático	peremptório/assertivo/agressivo
invisual	cego/daltônico
tolo	carinho/risível/inane/insensato/louco/néscio/maluco/absurdo/demente
ermo	triste
cereja	cromático
demoníaco	insano
veado	homo/gay/homossexual
violeta	cromático
vil	maléfico/mau/má/ruim/malvado
impreciso	enigmático
faminto	esfomeado/desnutrido
esfomeado	faminto
oratório	retórico
canônico	ortodoxo
íngreme	perpendicular/abrupto/repentino/brusco
obstinado	tenaz/porfiado/teimoso
compêndio	sucinto/lacônico/conciso
cativante	aprazível
massivo	grande
vetusto	passado
incandescente	glorioso/iluminado
gracioso	elegante/luxuriante/fluente/luxuoso/fluido
inefável	sagrado
casto	moral/virgem/virginal
profícuo	benéfico/preferencial/vantajoso/bom/positivo/boa/discriminatório
bucólico	rural
reprovável	culpado
calunioso	prejudicial/nocivo/daninho/danoso
medonho	inquietante/alarmante
alérgico	suscetível
gasoso	vaporoso
proibitivo	preventivo
amistoso	social/amável/afável
airoso	luxuriante/luxuoso
difamatório	prejudicial/nocivo/daninho/danoso
paranóico	insano
tenaz	adesivo/teimoso/obstinado
aerodinâmico	liso/macio
diligente	paciente/aplicado/empreendedor/esforçado/operoso/laborioso/trabalhador/assíduo
angular	retangular/triangular
assimétrico	desigual/torto
extrovertido	sociável
inóspito	desolado/hostil/estéril/árido
benevolente	amável
questionável	solúvel
inato	inteligente
desgostoso	ofensivo
solícito	atento
aditivo	incremental/cumulativo/extra/complementar/suplementar/adicional
granítico	duro
maldoso	malicioso/danoso/malevolente/venenoso/malévolo/calúnia/malvado/perverso
honorífico	respeitoso
fenomenal	extraordinário
franzino	tênue/esbelto/magro
pirotécnico	extraordinário
capitanear	alto
impermeável	hidrófugo
estacionário	imóvel
irado	bravo/indignado/lívido/colérico/furioso/feroz/raivoso/furibundo/zangado/irritado
libertino	imoral
desordenado	eriçado/hirto
conciso	elíptico/sentencioso/compêndio/sumário/sucinto/curto/lacônico
cercado	inclusive/fechado/embutido/incluído
retangular	angular/perpendicular
desperto	acordado/insone
malicioso	danoso/malevolente/venenoso/malévolo/maldoso/calúnia/malvado
justificável	desculpável
abominável	alarmante/execrável/maléfico/odioso/detestável/mau/má/ruim/malvado/inquietante
homo	transexual/lésbico/bicha/transsexual/veado/gay
ulterior	longínquo/concomitante/resultante/decorrente/posterior/subsequente/distante
respeitoso	honorífico/deferente
destemido	aventureiro/ousado/heróico/inconsequente/audacioso/temerário/intrépido/valoroso/valente/afoito/arrojado/audaz/bravo/corajoso
altivo	orgulhoso
maníaco	descontrolado/insano/selvagem
inconciliável	inconsistente
errôneo	errado/incorreto
impenetrável	incompreensível
bêbedo	drogado/orgíaco/tocado/pedrado/grogue
rosado	cromático
controlável	manipulável
desnivelado	desigual
tórrido	esquentado/quente
nortista	setentrional/nordestino
inconsistente	contraditório/inconciliável/incompatível/discrepante
relacionado	afim/correspondente/descendente/semelhante
virulento	mortal/arisco/tóxico/desagradável
sucinto	elíptico/sentencioso/compêndio/sumário/curto/lacônico/conciso
oblíquo	diagonal
neoclássico	clássico
senhorial	nobre
esguio	pequeno/tênue/esbelto/magro
eqüidistante	parelho/idêntico/igual/análogo
textual	explícito/exato/preciso/correcto/certo
segurado	confiante
cortês	gentil/sofisticado
condescendente	obediente
incomensurável	incomparável
vaidoso	contente
clamoroso	barulhento/ruidoso
avariado	enrugado
tendencioso	parcial
horrendo	triste
coxo	inapropriado
abdominal	gordo
abjeto	desprezível/infeliz/miserável
inigualável	incomparável
desatento	inconsiderado
possante	influente
agradecido	simpático/apreciativo/reconhecido/grato/obrigado/gratidão/agradável
maternal	materno
inviolável	sagrado/inalienável/invulnerável
gélido	frio
varão	masculino/fálico/macho
miraculoso	sobrenatural
insidioso	prejudicial/perigoso/nocivo/daninho/danoso
caucasiano	branco/branca/caucasiana
excitado	embriagado/sensual/inquieto/louco/nervoso/ébrio/bêbado/sexy
temerário	audacioso/audaz/bravo/destemido/corajoso
enfermo	frenético/delirante/nauseante/paralítico/tísico/verdejante/diabético/vertiginoso/tonto/indisposto
expansivo	eufórico
tempestuoso	ventoso/ensurdecedor/encaracolado/ondeante/furioso/feroz/raivoso
colateral	secundário
maleável	tratável
viril	masculino/macho
indefensável	vulnerável
defensável	invulnerável
carinhoso	apaixonado/terno/cálido/meigo/enfatuado/amoroso
quádruplo	múltiplo
significante	monumental/notável
brincalhão	traquinas/sarcástico/irônico
instruído	erudito
experimentado	versado
antipático	sujo/mesquinho
calamitoso	inquietante/alarmante
descontrolado	maníaco/delirante/caótico/frenético
maléfico	sinistro/vil/atroz/ruim/nefando/desprezível/infernal/mau/abominável/diabólico
recto	direito/bom/justo
voraz	cobiçoso/comilão/guloso/sequioso
cultivado	grácil/mimoso
anglófono	comunicativo
propenso	inclinado
improdutivo	estéril/infértil
inveterado	ordinário/costumeiro/genérico/comum/geral/usual/habitual
indigente	pobre
lesto	ativo
indomável	inconquistável
lésbico	homo/gay/homossexual
antárctico	polar
benévolo	amável
venerável	honrado/velho
sonolento	adormecido
fluorescente	iluminado/colorido
espirituoso	humorístico/engraçado
prolixo	difuso/pleonástico/excessivo/supérfluo/desnecessário/tautológico/redundante
insípido	espalhafatoso/presumido/vistoso/mirabolante
meigo	protector/sentimental/carinhoso/amoroso
injurioso	ofensiva/ofensivo
impessoal	objetivo
convulsivo	inseguro/violento/oscilante
pormenorizado	prudente/atento
demorado	retardado
apetitoso	saboroso
corriqueiro	recebido/habitual
afortunado	bom/sortudo/fortuito/contente/feliz/boa
penetrante	perspicaz
reciclável	útil
afoito	heróico/animoso/valente/destemido
jovial	ditoso
amarelado	cromático
ventoso	tempestuoso
costumeiro	medíocre/crônico/cotidiano/banal/usual/habituado/quotidiano/indiferente/habitual/inveterado
arável	produtor/produtivo
forense	aplicado/retórico
descuidado	malfeito/desleixado
curativo	saudável
arenoso	loiro
carnal	físico
luxuriante	gracioso/esbelto/garboso/airoso/elegante
monocromático	colorido
desperdiçado	perdido
senil	velho
infatigável	energético/enérgico
inconstante	volátil/artificial/caprichoso/instável/falso/volúvel
esfarrapado	cansado
incongruente	incompatível/discrepante/inapropriado
castiço	puro/virginal/impoluto/virgem
basilar	fundamental/radical/elementar/rudimentar
adesivo	coesivo/aderente/tenaz/viscoso/coerente/coeso/colante
soturno	triste
prateado	acromático/radiante/brilhante/luminoso/claro
guloso	voraz
utilizável	útil/prestativo/descartável
claustrofóbico	receoso
daninho	difamatório/insidioso/deletério/prejudicial/fraudulento/catastrófico/mal/calunioso/abusivo/danoso/infamante
aproximado	próximo
inatacável	invulnerável
relacional	relativo
magnânimo	liberal/nobre
milionésimo	ordinal
opressor	dominador
verdejante	doente/enfermo
frívolo	trivial/leviano/informal/tonto/fútil
malcriado	indelicado
apenso	próximo
absorvente	esponjoso/interessante
audaz	ousado/aventureiro/heróico/inconsequente/audacioso/temerário/intrépido/bravo/destemido/corajoso
persuasivo	constrangedor/coerente
praticável	possível
malévolo	malicioso/perverso/maldoso
impoluto	castiço/puro
perspicaz	penetrante/arguto/subtil/incisivo
habilitado	eficaz/capaz/eficiente
descomunal	grande
insolente	desrespeitoso
impulsivo	espontâneo
elíptico	sucinto/lacônico/conciso
titânico	grande
inconsolável	desolado
sadio	lúcido
transexual	homo/gay/homossexual
lotado	intocado/estufado
pérfido	infiel
paralítico	enfermo/doente
astuto	ladino/ágil/precioso/ardiloso/esperto/alerta/animado/hábil
cozinhado	queimado/assado/saltear
intocado	cheio/pleno/lotado
berrante	ensurdecedor/grande/vocal
supersticioso	irracional
imprudente	precipitado/indiscreto
promíscuo	sensual/sexy
extrajudicial	ilegal
adaptável	adaptativo/elástico/ajustável/variável/flexível
diáfano	fino
realizável	possível
execrável	abominável
lácteo	opaco
falível	errante
seleto	superior
inclinado	propenso/oblíqua/predisposto/enviesado/tendente
conversador	tagarela
bondoso	amável
arguto	perspicaz
malvado	sinistro/contrário/malicioso/vil/atroz/agressivo/ruim/nefando/oposto/desprezível/infernal/beligerante/mau/abominável/diabólico/perverso/maldoso
frutífero	prolífico/generoso/produtivo/fértil/farto
crepuscular	escuro
impagável	precioso/valioso
sossegado	constituído
censurável	culpado
coloquial	informal
lúgubre	pesaroso/triste
hirto	caótico/desmazelado/desordenado
abrasivo	áspero
azarado	incômodo/infeliz/miserável/triste/incómodo/desconfortável
tangível	concreto/material
lastimável	triste
corpulento	gordo
equatorial	tropical
aerodinâmica	liso/macio
outonal	maduro/maturo
espalhafatoso	insípido
demente	tolo
prolífico	fértil/produtor/produtivo/proveitoso/fecundo/frutífero
imaterial	espiritual/intangível
prestável	serviçal/obsequioso/direito
inapropriado	ruim/manco/incongruente/mole/aflito/deficiente/brando/estropiado/aleijado/fofo/flácido/perneta/coxo/frouxo
morena	bronzeado/escuro
regulável	variável/mutável
esbelto	tênue/luxuriante/cadavérico/anoréxico/luxuoso/esguio/delgado/franzino/fino/magro
online	corrente/actual/atual
vernáculo	informal
vernáculo	informal
exasperante	intensificador
pasmo	receoso
trigésimo	ordinal
despercebido	esquecido
ensanguentado	sangrento
desocupado	vazio
ocioso	desempregado
extenuante	magoado/traumático/terno/sensível/ofendido
falador	comunicativo
formigueiro	impressionante
imaturo	juvenil/pueril/infantil
viscoso	adesivo/espesso
nojento	ofensivo
acastanhado	cromático
degenerativo	crônico
cumulativo	cobiçoso/aditivo/sequioso
bendito	feliz/sagrado/santo/contente
reluzente	radiante/brilhante/luminoso/claro
incomum	extraordinário
artificioso	artificial/afetado
desenvolto	capaz
cor-de-laranja	cromático
sequioso	voraz/predatório/possessivo/cumulativo/avaro/ávido/ganancioso/acumulativo/predador
ambivalente	incerto/inseguro
opulento	precioso/valioso
risível	tolo
métrico	rítmico
ruim	levado/inferior/maléfico/sinistro/vil/inapropriado/deplorável/incompetente/medíocre/desfavorável/atroz/apavorante/terrível/horrível/nefando/lamentável/fedorento/travesso/desprezível/infernal/abominável/diabólico/mau/má/malvado
valoroso	heróico/animoso/valente/destemido
asmático	doente/adoentado/doentio/insalubre
translúcido	leve
vagaroso	desempregado
impo	impressionante
subserviente	subalterno/servil
duodécimo	ordinal
silvestre	feroz/fero
crescido	maturo/maduro
indissolúvel	permanente/duradouro
extraconjugal	ilícito
onipotente	poderoso
ad-hoc	específico
bestial	inumano/desumano
piramidal	pontudo
contestável	discutível
mirabolante	insípido
fofo	inapropriado/macio
oscilante	convulsivo
inumano	desalmado/bestial/feroz/bárbaro/animal/cruel/brutal/desumano
preconceituoso	subjetivo
avermelhado	cromático
atrapalhado	estranho/esquisito
aziago	profético
efervescente	espumoso/borbulhante
surdo-mudo	surdo
unívoco	absoluto
intrépido	audacioso/audaz/bravo/destemido/corajoso
psicotrópico	psicadélico
tricolor	colorido
corpóreo	físico/corporal/corporativo
inapto	nulidade/inutilizável/inútil/fútil/vão
glacial	frio
torpe	desonroso/imoral
alienígena	externo/internacional
multicolor	colorido
colérico	passional/bravo/zangado/irado/irritado
gostoso	saboroso
arredondado	esférico/global
cabeludo	alarmante/inquietante
inexpressivo	reservado
presumido	insípido/pomposo
ébrio	excitado/drogado/orgíaco/tocado/pedrado/entusiasmado/grogue
intransmissível	inalienável
pesaroso	agoniado/fúnebre/lúgubre/amargo/lutuoso
predisposto	inclinado
tocado	embriagado/ébrio/bêbado/bêbedo
constrangedor	persuasivo/poderoso
anêmico	débil
raivoso	bravo/tempestuoso/zangado/irado/irritado
nutritivo	saudável
lilás	cromático
ártico	frio/polar
pueril	imaturo/infantil
deslizante	escorregadio
alado	rápido/veloz
crédulo	cândido
pedregoso	áspero
pequenito	pequeno
gorduroso	gordo/obeso
refinado	grácil/mimoso
escarpado	súbito/abrupto/repentino
interdependente	dependente
dual	plural
paranormal	psíquico
desafiador	relutante/intrincado/resistente/foda/difícil/árduo
tirante	cromático
desculpável	justificável
folgado	frouxo/solto
pensativo	triste
amedrontado	receoso
danoso	malicioso/difamatório/insidioso/deletério/prejudicial/fraudulento/catastrófico/mal/calunioso/abusivo/infamante/perverso/maldoso/nocivo/daninho
concomitante	subsequente/posterior/ulterior
inconformista	esquisito/alternativo/bizarro/estranho
policromático	colorido
polido	acabado/sofisticado/terminado
fétido	fedorento/malcheiroso
acre	saboroso/arisco/desagradável
vegetativo	involuntário/assexual
verificável	determinável
púrpura	cromático
bronzeado	cromático/morena
arquetípico	primeiro
trienal	periódico
fotogênico	atraente
magoado	árduo/dolorido/doloroso/extenuante/doído
voluptuoso	indulgente
esticado	tenso
sortido	diferente/heterogêneo
acídulo	cortante/ácido/adstringente/acerbo/picante/azedo
desabitado	solitário/abandonado
resoluto	definitivo
travesso	ruim/traquinas/sarcástico/irônico
circunstanciado	prudente/atento
fálico	varão/macho
manipulável	dirigível/administrável/controlável/governável
bem-intencionado	amigável
séptico	poluente/purulento
ganancioso	cobiçoso/sequioso
adorável	amorável
indisposto	doente/enfermo
indolor	fácil
intangível	imaterial
angélico	amorável/bom/boa
perfumado	cheiroso/fragrante
estufado	cheio/pleno/lotado
copioso	verde/torrencial/lauto/fácil/farto/bastante/basto/abundante
alternado	cíclico
basto	verde/torrencial/abundante/copioso/bastante/lauto/fácil
biodegradável	perecível
quantificável	quantitativo
indulgente	favorável/permissivo/decadente/voluptuoso
sagaz	sábio
pavoroso	desagradável/inquietante/alarmante/arisco
lânguido	letárgico
sétima	ordinal
bem-sucedido	produtivo/vitorioso/próspero/triunfante/viçoso/ganhador
galáctico	grande
rectilíneo	unidimensional
desolado	inóspito/inconsolável
graduado	alto
transtornado	inquieto
mal-educado	indelicado
volúvel	variável/inconstante/mutável
desleixado	húmido/descuidado/negligente/molhado
ardiloso	astuto
cheiroso	aprazível/fragrante/perfumado
desvantajoso	negativo
belicoso	agressivo/militar
bidimensional	alisado
sortudo	afortunado
eletrizante	emocionante/excitante
perecível	biodegradável
saibro	acromático
qüinquagésimo	ordinal
absorto	atento
frugal	parcimonioso
esmero	intenso/intensivo
garboso	luxuriante/luxuoso
esverdeado	cromático
cálido	carinhoso/amoroso
retardado	demorado/idiota/tardio
agridoce	triste/saboroso
amolgado	fino
alcançável	possível
prorrogável	longo
encharcado	coberto/húmido/molhado
nítrico	temporão/precoce/cedo
lascivo	sensual/sexy
jeitoso	ágil/alerta/animado/hábil
nublado	confuso/perplexo
avaro	cobiçoso/sequioso
asseado	limpo
rendoso	económico/rentável/lucrativo
azulado	cromático
solúvel	questionável
batalhador	agressivo
encorpado	gordo
compulsório	obrigatório/essencial/imprescindível
desencorajador	desencorajante
inquebrantável	constante
insalubre	asmático/gangrenoso/patológico/mental/ictérico/inflamatório/espumoso/artrítico/descorado/mórbido
lastimoso	infeliz/miserável
angelical	bom/amorável/boa
pasmado	receoso
ufano	orgulhoso
infértil	estéril/improdutivo
tacanho	tinhoso
gorducho	gordo
boa	satisfatório/angelical/afortunado/favorável/magnífico/sólido/beatificação/aceitável/angélico/profícuo/vantajoso/propício
libidinoso	sensual/sexy
afinado	certo/justo/correto
tépido	caloroso
cinético	dinâmico/movente
lívido	bravo/iluminado/zangado/irado/irritado
oleoso	gordo/obeso
enjoativo	ofensivo
renomado	sabido
alterno	cíclico
mutável	volúvel/regulável/volátil/instável
servil	subserviente
inelegível	inadequado/ilegal
proporcionado	idêntico/coincidente
aleijado	inapropriado
cabalístico	esotérico
quíntuplo	múltiplo
alaranjado	cromático
sociável	social/útil/extrovertido/congenial
chamativo	atraente
consciencioso	prudente/atento
ladino	astuto
atabalhoado	aleatório
encaracolado	tempestuoso/crespo
modal	normal
enrugado	avariado
consonante	harmonioso
extraviado	perdido
poroso	permeável
possessivo	cobiçoso/sequioso
insano	doido/maníaco/instável/louco/doidão/lelé/demoníaco/sandeu/furioso/paranóico/maluco
incolor	pálido
disposto	imediato/rápido
embutido	cercado
pontiagudo	pontudo
virginal	puro/casta/casto/castiço
desacompanhado	solitário/singular/único
gregário	social
arcano	esotérico
pedante	erudito
acinzentado	acromático
transsexual	homo/gay/homossexual
péssimo	pior
adoentado	crítico/asmático/gangrenoso/patológico/mental/ictérico/inflamatório/espumoso/artrítico/descorado/mórbido
teso	inflexível
entendível	compreensível
cavernoso	oco/vazio
decimal	quantitativo
estropiado	inapropriado
indetectável	invisível
pegajoso	húmido/molhado
viçoso	próspero/bem-sucedido
malcheiroso	bolorento/ofensivo/rançoso/fedorento/ranço/fétido
tubular	vazio/oco
ajustável	elástico/adaptável/variável/flexível
anoréxico	tênue/esbelto/magro
primitiva	temporão/cedo
idiossincrático	individual
empoeirado	coberto
alucinatório	irreal
antropomórfico	humano
bolorento	malcheiroso/fedorento
substituível	intercambiável
aveludado	liso/macio
esbranquiçado	acromático/opaco
invasivo	agressivo
judicioso	discreto
multilingue	bilíngüe
extático	ditoso
indelicado	grosseiro/malcriado/malcomportado/descortês/rude/mal-educado
esbanjador	destrutivo
estaladiço	fresco/recente
rechonchudo	gordo
pusilânime	covardemente/covarde/cobarde
viajado	cosmopolita
venal	corrupto
glamoroso	emocionante/excitante
escarlate	colorido
unidimensional	rectilíneo/linear
erétil	vertical
assintomático	bem
inflamatório	doente/adoentado/doentio/insalubre
alongado	longo
acalorado	perto/próximo/vizinho
acerbo	acídulo/arisco/desagradável/azedo/desgradável
equivocado	desonroso
atingível	possível
dúplice	múltiplo
letárgico	apático/indiferente/lânguido
duradoiro	prestativo
dirigível	manipulável
evanescente	temporário
devasso	imoral/passional/sensual/sexy
abstruso	esotérico
saciado	contente
pedrado	embriagado/ébrio/bêbado/bêbedo
inusual	exótico/estranho/fantástico/esquisito/singular/diferente/único/curioso/bizarro/assustador/gótico
inopinado	staccato
onisciente	sábio
pré-adolescente	jovem
torcido	escuso
enjoado	triste
flamejante	passional
irrestrito	abandonado
anguloso	áspero
loquaz	tagarela
ranhoso	sujo/orgulhoso
tratável	maleável/dócil
invulnerável	seguro/justo/intocável/defensável/apertado/inatacável/inviolável
assimilável	digerível
parcimonioso	económico/frugal
madrepérola	acromático
penitente	penitencial
impudico	sujo
fosforescente	iluminado
daltônico	invisual/cego
dolorido	desagradável/magoado/traumático/terno/sensível/ofendido/arisco
tagarela	conversador/loquaz
descartável	líquido/usável/disponível/utilizável
disfuncional	lesionado
enviesado	inclinado
musculoso	forte
apavorado	receoso
ajuizado	sábio
repreensível	incorrecto/culpado
divisível	separável
legendário	sabido
conspícuo	proeminente/importante/ilustre
impressionável	suscetível
brega	inferior
fátuo	imbecil/idiota/estúpido/sonso
presunçoso	confiante/orgulhoso/contente
inutilizável	vão/inapto/inútil/impróprio
adaptativo	adaptável
fulo	violento
quadragésimo	ordinal
oculto	esotérico
mimoso	refinado/cultivado/gentil
multicolorido	colorido
devotado	dedicado
ignominioso	desonroso/imoral
sensitivo	árduo/difícil/foda/intrincado
desonroso	encantador/desgraçado/equivocado/degradante/enganador/ilusório/enganoso/ignominioso/torpe
multidimensional	dimensional/tridimensional
horripilante	alarmante/inquietante
executável	possível
desrespeitoso	insolente/escarnecedor
versado	experiente/habilidoso/experimentado/talentoso
néscio	tolo
moldável	suscetível
furiosa	passional
boreal	azul/federal
furibundo	bravo/zangado/irado/irritado
lodoso	escorregadio
comilão	voraz
sabido	proverbial/lendário/famoso/renomado/célebre/notável/ilustre/legendário
manco	inapropriado/débil
nefando	maléfico/mau/má/ruim/malvado
síncrono	coexistente/concorrente/paralelo/sincrônico/contemporâneo/coincidente/simultâneo
rançoso	fedorento/malcheiroso
heráldico	comunicativo
evocador	consciente
aurífero	metálico
fervente	entusiástico/entusiasta
relaxado	lasso
predatório	cobiçoso/agressivo/sequioso
sentencioso	sucinto/lacônico/conciso
estarrecedor	incrível/inacreditável
especificado	específico/nominal/mero
augusto	honrado
flácido	macio/inapropriado
infamante	imoral/prejudicial/nocivo/daninho/danoso
governável	manipulável
antitético	diferente
suplicante	importuno
classificável	identificável
transcontinental	continental
fedorento	ofensivo/bolorento/ruim/rançoso/ranço/fétido/malcheiroso
cultivável	produtor/produtivo
covarde	pusilânime
aquoso	líquido/húmido/molhado
fracionário	fragmentário/meio/metade
preexistente	antecedente
lauto	verde/torrencial/fácil/farto/bastante/basto/copioso/abundante
invariante	invariável
encardido	sujo
arisco	infernal/amargoso/lamentável/pavoroso/áspero/dolorido/acre/triste/amaro/virulento/terrível/acerbo/animal/horrível/amargo/cáustico/doloroso
somático	físico
semiautomático	automático
esponjoso	macio/absorvente
grogue	embriagado/ébrio/bêbado/bêbedo
quadricular	quadrado
sexagésimo	ordinal
imperecível	permanente/duradouro
desassossegado	precário/preocupado/apreensivo
reutilizável	útil
ignoto	inferior
linda	atraente
sumido	perdido
mandão	dominador
jubiloso	ditoso
sincrônico	síncrono/coexistente/concorrente/paralelo/contemporâneo/coincidente/simultâneo
orgíaco	embriagado/sensual/ébrio/bêbado/bêbedo/sexy
lasso	relaxado/flexível
serviçal	prestável/direito
ditoso	alegre/jubiloso/extático/festivo/jovial/feliz/contente/vívido
ubíquo	presente
deletério	prejudicial/nocivo/daninho/danoso
fero	silvestre/selvagem
antinatural	violento
cómodo	bom/oportuno
entretido	interessante
antártico	polar
laminado	fino
convexo	biconvexo
curvilíneo	tortuoso/circunflexo
gelatinoso	espesso
espumoso	doente/efervescente/adoentado/doentio/insalubre
separável	divisível
noventa_e_nove	cardinal/cardeal
comunicável	comunicativo
alternante	cíclico
habituado	costumado/usual/geral/comum/habitual/genérico/costumeiro/ordinário
incremental	aditivo
eriçado	caótico/desmazelado/desordenado
sapiente	erudito
enfatuado	carinhoso/amoroso
deferente	respeitoso
pleonástico	prolixo
hipersensível	suscetível
desalmado	inumano/desumano
venial	perdoável
desencorajante	desencorajador/desalentador
intrincado	frustrante/complexo/ambicioso/controvertido/tortuoso/difícil/sensitivo/labiríntico/laborioso/desafiador/desconcertante/complicado/problemático/espinhoso/colonial
faiscante	radiante/brilhante/luminoso/claro
roliço	gordo
saltear	cozinhado
saltear	cozinhado
irritável	tenso
tísico	doente/enfermo
vaporoso	gasoso
digerível	assimilável
trapaceiro	crítico
focal	central
borbulhante	efervescente
costumado	habituado/usual
incômodo	azarado/irritante/desconfortável/doloroso
ortogonal	perpendicular
acumulativo	cobiçoso/sequioso
pétreo	cromático
mandrião	devagar/lento
adstringente	acídulo/azedo/desgradável
pagável	devido/barata/vencido/barato
agoniado	pesaroso
discrepante	incongruente/inconsistente
tempestivo	pontual
casadoiro	maturo/maduro
ziguezagueante	escuso
vivente	remanescente/realístico/existente
parelho	equivalente/eqüidistante
indemne	incólume/salvo/ileso
correto	exacto/perfeito/preciso/afinado/certo/exato
congruente	idêntico/coincidente
semicircular	tortuoso/circunflexo
tíbio	caloroso
cento_e_oitenta	cardinal/cardeal
décimo_segundo	ordinal
