meloeiro	fruta
flúor	gás
grama	campo/terreno/erva/gramínea
texugo	estado-unidense/norte-americano
comer	preocupar/elidir/copular/acasalar/inquietar/tomar/consumir
homilia	pregação/prédica/sermão
entretenimento	diversão
resentimento	aversão/ressentimento/repulsa/inimizade/hostilidade
rotular	anexar/designar/denominar/unir/juntar/declarar/julgar
ensacar	roubar/encaixotar/furtar
acólito	tocador/Ordem/clérigo/sacerdote/pároco/pastor/instrumentista/instrumentalista/músico
incinerador	fornalha/forno/fogão
campanha	corrida/manobra/operação/terra/chão/solo/relevo
chilrear	emitir/soltar
turco	guindaste/guincho
romper	dividir/separar/separar-se/partir
incendiário	criminoso
infecção	mensagem/incidente/evento/comunicação
cânhamo	arbusto/moita/mato
vasculite	inflamação
monóculo	lente
descontentar	desagradar
proscrição	rejeição
bioma	comunidade
soluço	reflexo/sintoma
conjuntivite	inflamação
tridente	lança
alegria	humor/abalo/comoção/prazer/felicidade/espírito/sentimento/emoção/impressão
matrícula	admissão/entrada/ingresso/acolhimento
desenrascanço	emancipação
engendrar	desenhar/provocar/esboçar/projetar/criar/realizar/construir/causar
recasar	esposar/juntar/casar/casar-se
repassar	embarcar/enviar/despachar/transportar/expedir/trazer
mago	bruxo/bruxa/ocultista
turba	multidão/montão/reunião
Arqueologia	antropologia
digital	erva/maconha
jornalista	comunicador/autor/escritor
passatempo	jogo/diversão
pássaro	vertebrado
órgão	Governo/agência/escritório/parte/fragmento/Anatomia/jornal/revista/periódico
guerra	luta/conflito/inimizade/hostilidade/batalha/combate
protelação	conclusão
mesa	alimento/alfaia/mobiliário/movéis/mobília/móvel/dieta
desistir	optar/render-se/dispensar/escolher/preferir/aceitar/acordar/concordar/consentir/aprovar
transmissão	coeficiente/comunicação/comunicado/marcha/engrenagem
nausear	repelir
chouriço	gatuno/salsicha/ladra/ladrão
tarrafa	falcão
prosciutto	toucinho/presunto/pernil
percentagem	proporção
ramerrão	procedimento/processo
sobrinha-neta	sobrinha/sobrinho
homenagem	reverência/respeito
conciliar	compatibilizar/harmonizar/concordar/acordar/ajustar/corrigir/acertar
Cognac	brandy/cachaça/pinga/conhaque/aguardente
ordenação	organização
liceu	hall
acoplar	reunir/unir/ligar/juntar
mediador	artista
revolucionário	radical
carroceria	edifício/tecido/estrutura
finalidade	objectivo/intenção/meta/alvo
terpeno	hidrocarboneto
pio	trinado/gorjeio/chilro
intuição	intuição
condomínio	casa/abrigo/alojamento
monarca	chefe_de_Estado/governador/governante
florete	gládio/espada
Igreja_Ortodoxa_Grega	Igreja_Ortodoxa
colecistectomia	ablação/extirpação
reemitir	suprir/fornecer/distribuir
Alimentação	ingestão
esfarrapar	dividir/cindir/rasgar
Biologia_Molecular	biologia
borda	fronteira/aba/margem/limite
descartar	reconhecer/rejeitar/livrar/confessar/admitir
pormenorizar	examinar/expor/analizar/elaborar/expandir
borrifo	ruído
perfeição	melhoramento/melhoria/condição/estado/situação
comandante	militar/líder/chefe
trasladar	deslocar/mover
resplandecer	refletir/luzir
Saccharomyces_cerevisiae	levedura/fermento
postura	fingimento/posição/atitude
carmim	vermelhidão/vermelho/rubro/escarlate/encarnado
navegar	andar/procurar/buscar/viajar
gente	conjunto/grupo/povo/população
terra	ligação/conector/chão/solo/relevo/região/objeto
enteado	filho/menino/criança/filha
halo	luminosidade
germinar	crescer
socialista	político
teaser	abertura
festim	cartucho/pente
esférula	bola/esfera/orbe
reimprimir	reproduzir
prenome	apelido/Nome/nome
inquietude	ânsia/ansiedade/preocupação
grega	europeu
metido	ninguém
rebelião	resistência/luta/conflito/insurreição/revolta
tolerar	sofrer/prestigiar/respeitar/honrar/homenagear/deixar/consentir/permitir
reconciliar	aceitar/concordar/acordar/ajustar/corrigir/acertar
calibrador	metro
esculpir	dividir/cortar/modelar/moldar/formar
alacridade	alma/vida
lanígero	pano/fazenda/tecido
propano	gás/carburante/combustível
reprocessar	utilizar/usar/empregar
consubstanciar	unir/unificar/fundir-se/intercalar
anatomia	análise/corpo/cadáver/morfologia
magnete	ferramenta/aparelho/aparato/mecanismo/instrumento/dispositivo/equipamento
silhueta	contorno/pintura/borda/figura/desenho/imagem/ilustração
destinação	distribuição
viajar	andar/ir/caminhar
velcro	pano/fazenda/tecido
escaler	embarcação/navio/barco/batel/bote
Phlox	erva/maconha
alistamento	mobilização
cofre	caixa-forte/caixa
lápide	monumento
adorar	venerar/adoração/idolatrar/temer/reverenciar/amar
javali	porco/suíno
refutação	evidência
espuma	borbulha/bolha
foguete	veículo/viatura
legar	entregar/oferecer/regalar/dar
transtornar	perturbar
Relações_Públicas	publicidade/promoção/anúncio/propaganda
semifusa	nota/tom
caixotão	painel
concílio	reunião/Reunião/assembléia
isocianato	sal
cano	cilindro/abertura/aqueduto/duto/canal/conduto
ressentir	antipatizar/desgostar
passeio	travessia/jornada/viagem/caminhada
embarcar	proceder/principiar/embarcar-se/começar/iniciar/entrar/deslocar/mover
episódio	programa/parte/emissão/ocorrência/evento/acontecimento/capítulo
degustar	provar/experimentar
osmose	difusão
lamber	afagar/tomar/beber
equação	equalizador/equalização
eleitorado	população/cidadania/gente/povo
aperitivo	prato
almirantado	posto/cargo/posição
rosácea	janela/acne
coligar	reunir/unificar
patinar	deslizar/resvalar/escorregar/derrapar
cretino	idiota/estúpido/simplório
diurético	sonífero/medicamento/narcótico/entorpecente/remédio/droga
nó	ligação/laço
acrobacia	Ginástica/ginástica
prospecção	terreno/campo/disciplina/domínio
jorrar	fluir/correr/chover
ARN	polímero
profilático	medicamento/remédio/terapia
coiote	loba/lobo
fertilizar	alterar/mudar/modificar
evoluir	progredir/desenvolver
utilização	uso/ocupação/atividade
sensibilizar	alterar/mudar/modificar
intersecção	ponto
druso	estudante/adepto/discípulo/seguidor/aluno/apóstolo
jubilar	aposentar
besuntar	espalhar
Haganah	exército
pilão	Torres/torre/roque
olheiro	recrutador
passamento	dor
insulano	morador/habitante
bala	projétil/míssil
administrador	fiduciário/liderança/responsável/cabeça/líder/chefe
divagar	contar/informar
vangloriar-se	exagerar/aumentar
monopolizar	ter/governar/reger
plâncton	criatura/organismo/ser
chance	existência/coincidência/oportunidade/probabilidade/acidente/ser/possibilidade
Assembleia	assembléia
Dinamo	gerador
supliciar	doer/angustiar/machucar
queimadura	danificação/defeito/dano/mal/lesão/traumatismo/inchaço/deterioração
Pax_Romana	paz
isolacionismo	Política_Externa
recuperação	memória/salvamento/progresso/feito/ato/ação/acção/melhoria/salvação
pirata	assaltante
unitário	grupo/jogo
Softbol	beisebol/basebol
gramínea	erva/maconha
conceber	tornar/provocar/desenhar/revoltar-se/revoltar/esboçar/projetar/criar/realizar/construir/causar
trinar	cantar/emitir/soltar
mártir	vítima
catacumba	túnel
Barão	par
noite	escuridão/anoitecer/jornada/crepúsculo/dia/período/etapa/tempo
atrofia	sintoma
fermento	levedura/fungo
turíbulo	vasilhame/vasilha/vaso
creditar	contabilizar/computar/contar
parotidite	inflamação
acerar	intensificar
preservação	estado/proteção/protecção/Estado/situação/condição
batucar	fazer/ressoar/soar
reforçar	ensinar/fortificar/fortalecer/instruir/lecionar
Hamburguer	bife/carne
dialéctica	filosofia
agradecimento	adoração/reconhecimento
prorrogar	adiar
porrete	vara/pau/bastão
cunhada	cunhado
corromper	pagar/alterar/mudar/modificar
formulário	documentação/documento
filólogo	humanista
adequação	adequabilidade/conveniência/qualidade
contra-argumento	argumento
depredar	destroçar/arruinar/destruir/estraçalhar/detonar
lei	jurisprudência/ideia/idéia/concepção/conceito/montão/colecção/ruma/chusma/coleção/grupo/aglomeração
chefia	alma/indivíduo/alguém/pessoa
quiché	maia
corte	estilo/quarto/penteado/carne/vianda/governo/regime/abertura/ferimento/ferida/lesão/mágoa/câmara/aposento/sala/redução/diminuição/maneira
guitarra	violão/Guitarra/tocador/instrumentista/instrumentalista/músico
metanol	Alcool/álcool/carburante/combustível
submergir	cobrir/naufragar/deslocar/mover
especular	investir/raciocinar
intencionar	denominar/designar
detrimento	avaria/dano/estrago/prejuízo
gata	bomba/moça/garota/rapariga/mulher/senhorita
articular	dizer/contar/falar
aparelho	ferramenta/aparato/mecanismo/instrumento/dispositivo/equipamento
napalm	gasolina/benzina
desvincular	desconectar
infinito	propriedade/característica/predicado/atributo
sobressaltar	impressionar/comover/afetar
aramaico	escrita
cosmos	flor
pipi	micção/merda/excreção/excremento/urina
volúpia	alegria/prazer
produtor	causa/creador/fazedor/criador
queda	gravidade/conclusão/término/fim/cabo/rebaixamento/descida
carnificina	homicídio/assassínio/assassinato
anátema	maldição
perfumar	cuidar-se
opinião	conceito/idéia/ideia/perspicácia/pensamento/convicção/religião/crença/fé
safado	proxenetismo/chulo/proxeneta/culpado
Baldaquino	toldo
Tungsténio	metal/Metais
solicitude	afeição
antigénio	substância
reumatismo	doença
abnegação	renúncia/colaboração/cooperação
zulu	africano
Compensação	correção/recompensa
quimioterapia	terapia
feijão	legume/fava/vegetal
giro	rotação
ómega	conclusão/fim/resultado/chegada/letra/caractér/carácter
sofismar	significar/denotar
ir	excursionar/desaparecer/adiantar-se/ocorrer/estar/passar/suceder/acontecer/sumir/andar/seguir/progredir/avançar/continuar/prosseguir/caminhar/viajar
maioridade	número
melatonina	hormona
tencionar	mostrar/apresentar
furor	alma/vida
rego	trincheira
ameia	baluarte/trincheira/muralha
trancar	prender/superar/estorvar/atrapalhar/evitar/entravar/impedir/reter/fixar
cúrio	metal/Metais
condado	classe/domínio/hierarquia/posição/posto/região
presbítero	ancião/Ordem/clérigo/sacerdote/pároco/pastor
contra-atacar	assaltar/atacar
remetente	comunicador
embalar	estar/selar/segurar/deslocar/ser/oscilar/vedar/mover/embrulhar/cobrir/tampar
Dumper	caminhão/camião
sepulcro	estância/sepultura/túmulo/tumba
horda	multidão/montão/turba/comunidade/Comunidade
banqueta	assento/cadeira
acento	tonicidade/prosódia/sotaque/importância/ênfase
apartar	separar/partir/dividir
desterrar	expulsar
reunir-se	reunir
piada	comentário/observação
SUV	veículo/auto/viatura/automóvel/máquina/carro
Pintura	revestimento
acordeonista	tocador/instrumentista/instrumentalista/músico
físico	cientista
comandar	infligir/conduzir/dirigir/ordenar/mandar/intimar/impor/ditar
tropeçar	ir/mexer/mover/deslocar/caminhar/andar
funâmbulo	acrobata
sujeira	impureza
desaparafusar	afrouxar
preempção	apropriação/direito
guloseima	pão/alimentação/alimento/nutrição/comida
pub	taberna/taverna/boteco
práxis	implementação/execução/realização
lápis	figura
arroz	cereal
hipnótico	sonífero/medicamento/narcótico/entorpecente/remédio/droga
suavizar	enfraquecer/amortecer/alterar/mudar/modificar
dissertação	ensaio/tratado/Ensaios
duas	dígito/número/algarismo
comercialismo	transação
porta	quarto/abertura/entrada/câmara/aposento/sala/boca/portão/Portas
mandar	pedir/transmitir/transferir/trazer/requerer/requisitar
bicicleta	biciclo/roda
baralho	carta/cartão
condenar	dizer/pronunciar/criticar/denunciar/manifestar/provar/certificar/demonstrar/rotular/julgar/declarar/delatar
rosto	alma/indivíduo/alguém/pessoa/cara/face/semblante/aparência/aspecto
Fome	catástrofe/calamidade/cataclismo/flagelo/tragédia/desastre
ex-marido	varão/macho/homem
irmanar-se	crescer
vendar	cobrir/tampar
invencionice	mentira/falsidade
zircão	mineral
balastro	cascalho/brita/gravilha
fuelóleo	óleo/hidrocarboneto/carburante/combustível
princípio	generalidade/generalização/regra/prescrição/norma/momento/instante/início/começo/lei/ocorrência/evento/acontecimento
dirigir-se	mexer/virar-se/mover/deslocar/virar
plagiário	gatuno/ladra/ladrão
CD-R	cedê/CD
consagração	santificação
gradar	arar/lavrar
simpatizante	comunicador
anão	criatura/fada/organismo/ser
variável	coisa/símbolo/soma/número/quantidade/aceno/emblema/sinal
aluguel	contrato/transação/acordo
Marga	Solo/solo/terra
incomodar	machucar/impressionar/recordar/encolerizar/penetrar/reclamar/confundir/preocupar/angustiar/doer/inquietar/atormentar/excitar/agitar/desgostar/desagradar/lamentar/perturbar/amolar/agastar/vexar/molestar/impactar/importunar/irritar/assediar/aborrecer/provocar/irar/enraivecer/zangar/crucificar/retalhar/comover/afetar
repasto	pão/alimentação/alimento/nutrição/comida
vencedor	combatente/contendor/alma/jogador/indivíduo/alguém/pessoa/apostador/lutador/guerreiro/lutadora
sagu	amido/fécula
eclesiástico	clérigo/sacerdote/pároco/pastor
cozinheiro	cozinheira
anular	suprimir/enfraquecer/julgar/abolir/revogar/declarar/cancelar/dedo
espiar	apurar/ver/policiar/controlar/monitorar/olhar/observar/mirar/averiguar/investigar
tempero	ingrediente/condimento
macaréu	onda/vaga
sacristia	quarto/câmara/aposento/sala
texano	estado-unidense/norte-americano
desnortear	enrolar/confundir/perturbar
redizer	contar/informar
pogrom	perseguição
Semana_Santa	semana
optimismo	esperança
inferiorizar	confundir/perturbar
vitoriano	alma/indivíduo/alguém/pessoa
guzerate	hindu/indiano
retomar	mudar/alterar
supositório	remédio/medicamento
passageiro	turista/viajante
cético	intelectual/intelecto
augurar	denotar/sugerir/evidenciar/sinalizar/indicar
ideia	objetivo/concepção/propósito/objectivo/finalidade/intento/perspicácia/convicção/religião/crença/fé/intenção/meta/alvo/cálculo/opinião/conceito/pensamento/idéia
churrascaria	restaurante
cara-pálida	caucasiano/caucasiana/branco
Comunistas	socialista
prevalecer	comandar/existir/dominar/predominar/mandar/reinar/ser
sobrepor	colocar/estender/seguir/suceder/botar/carregar/pôr
botânica	biologia/biólogo/biologista
ocupante	morador/habitante
liga	faixa/associação/união/ordem/sociedade/organização/solução/mistura
comunismo	socialismo/ideologia
dor	sentimento/desgosto/amargura/terror/consternação/temor/medo/susto/sensação/emoção/impressão/angústia/Dor/mágoa/pesar/tristeza/sintoma
dado	informação/conhecimento/datum
inativar	alterar/mudar/modificar
saudade	nostalgia/anseio/anelo/suspiro/apetite/pretensão/desejo
arritmia	cardiopatia
reconstruir	edificar/alterar/construir/supor/teorizar/mudar/modificar
desconto	reembolso/redução/diminuição
anulação	cancelamento/converter
propaganda	publicidade/promoção/anúncio/informação
cacarejar	emitir/rir/soltar/gargalhar
descente	descida/declínio/barranco
senador	legislador
edema	inchamento
devorador	comedor
acorrentar	amarrar/atar/confinar/reter
movimentar	mexer/mover/deslocar
idiotia	atraso
bodega	destilaria
saciar	suprir/tomar/satifazer/satisfazer/consumir
Associação_de_Nações_do_Sudeste_Asiático	associação/união/ordem/sociedade/organização
mu	ungulados/equídeo
acessório	componente/parte/vestido/traje/vestimenta/vestuário/roupa
rolha	obstáculo
Adobe	argila
accionista	investidor
escarradeira	recipiente
estudante	aluno/alma/mocinha/caçador/seguidor/menina/garota/garotinha/menininha/rapariga/moça/pupilo/indivíduo/alguém/pessoa
electrocussão	homicídio/assassinato/morte
afugentar	deslocar/mover
autenticar	dizer/manifestar/provar/certificar/demonstrar
Dalai_Lama	lama/Lamas/Lama
timbre	som
remessa	pagamento/recompensa
cesura	prosódia/interrupção/suspensão/pausa
notícia	item/informação
extracção	atividade
proporcionar	harmonizar/ajustar/compatibilizar/dar/prover/corrigir/acertar
Física	ciência
octeto	reunião
polónio	metal/Metais
Pêndulo_de_Foucault	pêndulo
alquimista	intelectual/intelecto
radioactividade	capacidade/emissão
demagogia	apelo/súplica/petição
fogo	lareira/combustão/chaminé/incêndio/ocorrência/evento/acontecimento
ópio	narcótico
punho	mão/trinco/alça/cabo
Moloch	força/poder
boi	macho/vacum/gado/bovinos/vaca
armamento	mobilização/munição/arma/equipamento/instrumento/aparelho/ferramenta
reparar	melhorar/aperfeiçoar/dizer/contar/falar
lâmpada	ferramenta/aparelho/aparato/mecanismo/instrumento/dispositivo/equipamento/candeia/alfaia/mobiliário/movéis/mobília/móvel/luz
fabricar	provocar/criar/realizar/causar/construir/confeccionar
rodeio	exposição
vasculhar	buscar/procurar/mexer/mover/deslocar
declamar	fazer/executar/desempenhar
discrepância	discordância/diferença
anilhar	juntar/unir/anexar
encabeçamento	melodia/linha
lixa	abrasivo/ferramenta
repouso	paz/interrupção/suspensão/pausa/quietude/silêncio/ociosidade
avalancha	avalanche
camaradagem	sentimento/emoção/impressão
fotocopiar	reproduzir
pedra-pomes	rocha/pedra
redirecionar	enviar/lançar
cobiçar	invejar
array	arranjo
cauchu	látex
demandante	alma/indivíduo/alguém/pessoa
autocratismo	ideologia
bastidor	tripé
fuzileiro	soldado/militar
regatear	pechinchar/negociar/agenciar
procriar	botar/provocar/criar/realizar/construir/causar
viticultor	agricultor/agrônomo/cultivador
permutar	remanejar/trocar/transferir
beisebol	bola
walkie-talkie	parceria
borrifar	chover/salpicar/espalhar
Senado	legislatura
nojo	aversão
consumir	tomar/preocupar/comer/ocupar/gastar/despender/inquietar
tornado	ciclone
aventurança	humor/espírito
amplitude	número/grandeza/magnitude
deslocar	mover
telégrafo	aparato/aparelho/equipamento
risco	fronteira/causador/sinalização/perigo/ameaça/marca
samovar	urna
orquídea	flor
presa	vítima/animal/dente_canino/criatura/bicho/ser/besta
pináculo	agulha/cume/pico/cima/coruchéu/flecha/topo
clientela	gente/povo/população
superfície	semblante/estrato/limite/fronteira/produto/utensílio/artefato/aparência/aspecto/camada
aumentar	ganhar/enganar/elevar/subir/ampliar/adquirir/alterar/mudar/modificar/acrescentar/intensificar/acirrar/crescer/progredir/erguer/levantar/alçar
presidente	executivo/líder/chefe/chefe_de_Estado
girar	controlar/mexer/rodar/deslocar/operar/virar-se/virar/mover
graxa	requinte
sublevação	rebelião/insurreição/revolta
qualificação	adequação/idoneidade
narina	venta
flagelar	açoitar/vergastar/chibatar/chicotear/surrar
bloquear	proibir/esgrimir/tapar/entupir/trancar/obstruir/barrar/impossibilitar/impedir/estorvar/evitar/obstar
santidade	qualidade
sebe	estacada/paliçada/cerca/barreira
publicar	construir/criar/produzir/fazer
refém	preso/cativo/prisioneiro/desafortunado/desventurado
consumo	pedido/abatimento/depleção/diminuição/demanda
ioga	hinduísmo
sancionar	autorizar/permitir
agregado	suma
reactor	aparato/aparelho/equipamento
ofensa	comportamento/conduta/transgressão/desfeita/injúria
entorpecer	inativar/desativar
alemã	europeu
morder	mastigar/perfurar/furar/mascar/agarrar/segurar
higrômetro	metro
enfurecer	retalhar/encolerizar/crucificar/incomodar/irritar/irar/enraivecer/zangar
rascunhar	desenhar
cantoneira	aço
pé	perna/traseiro/base/apoio/suporte/encosto/fundo/métrica
barranco	ladeira/encosta/declive/subida/costa/vale/baixada/elevação
concretizar	mudar/especificar/alterar/provocar/criar/realizar/construir/causar
urbanismo	planejamento
subjugar	derrotar/baixar/oprimir/bater/vencer/superar/ultrapassar
toxina	tóxico/veneno/peçonha
velhice	idade/época/período
analogia	raciocínio/comparação/inferência/dedução
aula	reunião/pedagogia/formação/educação/Educação/instrução/ensino/ensinamento
berço	fonte/procedência/nascente/manancial/raiz
carruagem	vagão/automotora/automóvel/comboio/carro/trem
serradura	madeira
Marketing	mercantilismo/comercialismo/comércio
gomar	progredir/desenvolver
palavra-chave	chave/verbo/palavra/termo/vocábulo
anel	joalharia/jóia/Pêlo/pêlo/cabelo
migração	deslocamento/movimento/traslado
cruzar-se	coincidir/ver/encontrar
retraduzir	traduzir
pender	pendurar
ambiência	propriedade/característica/predicado/atributo/estado/Estado/situação/condição
vitrina	continente/contentor/caixa/jarro/vaso/vasilha/janela
ocidente	lugar/ponto/localização
reitor	clérigo/director/sacerdote/pároco/pastor/diretor/directora
decepcionar	contrariar/frustrar
licor	álcool
baseado	cigarro
féretro	caixa
escada	escadaria/estrada/via/caminho
estreito	canal
rarefazer	enfraquecer
ensaiar	balizar/fazer/executar/desempenhar/julgar/avaliar
campânula	erva/maconha
bufar	emitir/assoprar/soprar/expirar/soltar
tributo	imposto/extorsão/aplauso/pagamento/aprovação
portagem	estipêndio/custo/taxa
angioma	tumor/neoplasia
alforria	emancipação
certificar	declarar/autorizar/permitir/provar/atestar/julgar
mimosear	afagar/tratar/acariciar
superar	sobressair/concitar/estimular/incitar/provocar/exceder/derrotar/bater/vencer/ultrapassar
antepassado	antecessor/parente/ancestral
fraudar	trapacear/defraudar
macroeconomia	economia
realidade	realismo/experiência/verdade/Realidade/existência/ser
pôr	adequar/baixar/vestir-se/arrumar-se/ajustar/adaptar/cair/descer/colocar/botar/carregar/deslocar/mover
teorizar	antecipar/raciocinar
membro	associado/porção/categoria/parte/componente
raíz	número/órgão
assassínio	homicídio
executora	executor
identificação	crachá/personalidade/achado/evidência/distintivo/tarja/memória/indicação/identidade
chamar	pedir/emitir/ver/requerer/requisitar/soltar/rotular/classificar/ordenar/mandar/intimar/achar/considerar
comarca	região
gestão	administração
trecho	passagem
pânico	ansiedade/susto/medo/temor/consternação/terror/angústia
adjudicação	juízo/julgamento
pénis	falo/verga/pênis/pinto/caralho/membro
xamã	clérigo/mago/feiticeiro/Feiticeiro/bruxo/taumaturgo/mágico/sortílego/padre/sacerdote
situar	deslocar/colocar/botar/carregar/pôr/achar/determinar/mover
insídia	esquema/plano
burocrata	serventuário/funcionário
Armagedão	luta/combate/batalha
caixa-forte	caixa
pecíolo	caule/tronco
levantar-se	andar/tornar/revoltar-se/revoltar/ir/caminhar/viajar
serialização	publicação/publicitação
encostar	estar/colocar/bater/tocar/botar/carregar/pôr
Tequila	álcool
hematócrito	proporção/razão/Taxa
alguém	causador/criatura/organismo/ser
vão	abertura/espaço
expletivo	expressão/profanação/enunciado
coco	palmeira/palma
camarim	quarto/câmara/aposento/sala
exercitar	fazer/executar/desempenhar
penhorar	prometer
acta	ato
McIntosh	maçã
quatro	dígito/número/algarismo
correlacionar	associar/relacionar/conectar
adsorção	atividade
ameaçar	agourar/intimidar/mostrar/existir/prever/augurar/prefigurar/vaticinar/prenunciar/pressagiar/profetizar/predizer/prognosticar/alertar/advertir/avisar/ser/expressar
clone	criatura/gravação/organismo/ser
videocassette	fita_magnética
fatalismo	determinismo
Cornucópia	abundância/fartura
distribuir	entregar/arranjar/classificar/dispor/espalhar/disseminar/oferecer/regalar/dar
monge	religioso
propriedade	possessão/controlo/posse/bem/abstração/qualidade/ideia/idéia/concepção/conceito/controle/relação/conexão
pizza	prato
extirpação	puxão/cirurgia/operação/tração
fechar	decidir/tornar/acabar/finalizar/findar/revoltar-se/revoltar
coxim	almofada
replicação	cópia/reprodução
Montanhismo	escalador/alpinista
façanha	conquista/consumação/realização/proeza/feito/ação/ato/atividade
entusiasta	seguidor/adorador/admirador
nau	Galeão/galeão
Ok	autorização/aprovação/sanção/consentimento
reabilitar	reinstalar/restabelecer
deformar	formar/torcer/alterar/mudar/modificar
Psicologia_do_Desenvolvimento	psicologia
salvar	resistir/bater/defender/proteger/resgatar
vira-lata	cachorro/cão
competir	concorrer
engatar	deslocar/mover
Massa	corpo
plantio	fazenda
judeu	judia/alma/indivíduo/alguém/pessoa/hebreu/hebraico
explodir	separar/responder/destroçar/provocar/arrebentar/estourar/arruinar/destruir/estraçalhar/detonar/acender/reagir/dividir/desmoronar/criar/realizar/construir/causar
bolbo	caule/tronco
preguear	dobrar/mudar/alterar
modelo	líder/esquema/exemplar/chefe/servente/ajudante/servidor/assistente/adjunto/criado/figura/ilustração/desenho/imagem/representação/exemplo
plenitude	atributo/integralidade/inteireza/integridade/estado/Estado/situação/condição
prazer	ocupação/sentimento/emoção/impressão/alegria/atividade
amontoado	massa/Massa
idioma	faculdade/mensagem/comunicação/talento/discurso/língua/linguagem
desagravar	castigar/penalizar/punir
vogal	fonema/fone/letra/caractér/carácter
arqueólogo	antropólogo/antropóloga/antropologista
ensinar	aperfeiçoar/acostumar-se/habituar-se/habituar/melhorar/informar
imaterializar	alterar/mudar/modificar
coruchéu	Torres/torre/roque
dianteira	face/lado
história	conhecimento/passado/relato/contínuo/crônica/artigo/ficção/Ficção/literatura/notícia/noção/cognição/compreensão/mentira/falsidade/relatório/crónica
rearranjar	arranjar/dispor
referência	publicação/apontamento/anotação/nota/comentário/observação/edição
camomila	erva/chá/maconha
abstração	ser/entidade/ente
sepultamento	Funeral/funeral/enterro
displasia	anormalidade
estética	filosofia
documento	figura/mensagem/comunicação/ilustração/desenho/imagem/representação
moleiro	artífice/mariposa/traça/artesão
mar	oceano/água
uniformizar	alterar/mudar/modificar
patriota	cidadão
térmite	insecto/inseto/Insectos
abolição	conclusão
afixar	postar/colar/anexar/unir/juntar/cravar
tomada	estojo/soquete/cinematografia/fotografia
vermelho	custo/encarnado/escarlate/rubro/vermelhidão
gravura	impressão
caso	verdade/interesse/preocupação/ocorrência/evento/acontecimento/facto
vindicar	defender/inocentar/absolver/manter/afirmar
farrapo	pano
nitroglicerina	nitrato
agilizar	intensificar
mobilização	assembléia/reunião
fundamento	instrução/rocha/educação/pedra
indiciar	declarar/clamar
fração	porção/parte
limão	citrino/amarelo/Amarelo
pessoa	alma/personagem/causador/corpo/anatomia/carne/propriedade/característica/predicado/atributo/criatura/organismo/ser/indivíduo/alguém
desfilar	ir/quebrar/caminhar/andar/destruir
curandeiro	doutor/trapaceiro/médico/charlatão/impostor/mago/feiticeiro/Feiticeiro/bruxo/taumaturgo/mágico/sortílego
mimosa	arbusto/moita/mato
exaurir-se	indispor
povo	reunião/homem/conjunto/grupo/gente/população
condutor	chofer/operador/manipulador/cobrador/coletor/recolhedor/motorista/conductor
minguar	enfraquecer/reduzir/desabar/diminuir/decrescer
vaga-lume	pirilampo/besouro/escaravelho
desenhador	perito/expert/especialista/experto/creador/criador
praxe	implementação/execução/realização
antipirético	remédio/medicamento
mambo	baile/dança
salina	fábrica/usina
desproporção	disparidade
coletar	adquirir/tomar/receber/obter/comprar/atingir/adoptar/juntar/acumular/colecionar/empilhar/reunir/amontoar
blastómero	célula
capacete	elmo/chapéu/casco
discorrer	lidar/tratar/falar/cobrir/endereçar
homenagear	aceitar
maleta	valise/mala
fulgir	estar/ser
grampo	microfone/investigação
nectarina	fruta
dispersão	mudança/alteração/variação/modificação
sigilo	incomunicação/isolamento
exasperação	irritação
roque	movimento/edifício/tecido/estrutura
heterônimo	vocábulo/termo/palavra/verbo
relojoeiro	artífice/fazedor/artesão
vestiário	quarto/câmara/aposento/sala
citrato	sal/éster
Exército_de_Salvação	ONG
expressividade	qualidade
bôer	sul-africano
musse	sobremesa
falta	ausência/escassez/deficiência/violação/perda/derrota/carência/necessidade
esmurrar	golpear/bater
esófago	musculatura/canal
cruz	edifício/sinalização/tecido/estrutura/naipe/emblema
jardim	vegetação/quintal/flora/pátio/cercado/campo/terreno
Frente_Popular	coligação/coalizão/aliança
clamar	afirmar/aprovar/aclamar/aplaudir/louvar
peso	Medição/unidade/Medida
fortuna	tesouro/fenômeno/fenómeno
tremelicar	tremer/tiritar/estremecer
cozedura	carburante/combustível
fitoplâncton	flora/planta/vegetal
depor	declarar
UCP	hardware
custo	gasto/despesa/qualidade/preço/ativo
maquinista	operador/manipulador
varrer	assear/purgar/enxugar/limpar/esfregar/mexer/mover/deslocar
vendedora	vendedor
escorregar	foragir/escapulir/fugir/escapar/deslizar/andar/ir/caminhar/viajar
tremular	vibrar
insulto	desfeita/ofensa/injúria
Campanário	Torres/torre/roque
trepadeira	videira/cipó/parreira
catatua	papagaio
isolamento	incomunicação/proteção/protecção/separação
implorar	suplicar/rogar
guilhotinar	degolar/decapitar
recapitular	resumir/sumarizar/sintetizar
ditirambo	hino
fecundidade	criatividade/Criatividade
usurpação	efeito/confiscação
pão	fornada/nutriente/comida/alimento/recurso
VIP	personagem
desmagnetização	atividade
manifestar-se	protestar
querer_dizer	indicar/significar/transmitir
islandês	europeu
flagelado	protozoário
mutabilidade	qualidade
apodrecimento	atividade
sobrevoar	andar/ir/caminhar/viajar
drogaria	loja
ama	professor/doméstico/empregado/servidor/mestre/instrutor/docente
protecionista	advogado/representante/defensor/proponente
infanticida	assassino/homicídio/homicida/assassínio/assassinato
constante	número
