meloeiro	fruta
falésia	formação
javardo	suíno
desjejum	repasto
betoneira	maquinaria/máquina
orientação	posicionamento/colocação/curso
apaziguar	conciliar/reconciliar/acalmar/silenciar
espondilite_anquilosante	espondilite
dote	dom/doação
mergulhar	nadar/submergir/comer
cólofon	naipe
liberalizar	mudar/alterar
estimativa	cálculo
superpoder	união/república/país
fator	causa
desnudar	sacar/tirar/limpar
glicemia	Glicose/glicose/glucose
revivalismo	progresso/melhoria
sedativo	remédio/medicamento/produtos_farmacêuticos
barrister	advogada/advogado/jurista
regata	camisa
diatribe	denúncia
alopécia	calvice/calvície
Constituição	lei
demarcar	limitar/separar/diferenciar/distinguir/restringir
retransmitir	trazer/transmitir/operar
Sinistro	demanda/procura
fascinar	interessar/ocupar/estontear/atrair/admirar/assombrar/espantar
bilheteira	escritórios
coruja	aves_de_rapina
íon	partícula
empalar	matar
desconcertar	confundir/perturbar
centúria	período/etapa/tempo
quociente	proporção/Taxa
tensionar	alterar/apertar/afectar/estreitar/mudar/modificar/afetar
guarnecer	apreender/confiscar
enlatar	conservar/preservar
espinha	acne/esqueleto
sequência	Post-Scriptum/ordenação/ordem/série/Post-scriptum
retificar	achar/substituir/rever/alterar/virar/reverter/converter/determinar/mudar/modificar
vespa	himenópteros
foiçar	dividir
lição	intenção/repreensão/ensino/educação/pedagogia/significação/significado
ministrar	trabalhar/providenciar/cuidar
natureza	causador/peculiaridade/qualidade/todo/unidade/feição
personagem	terceira_idade/adulto/caracterização
governar	reger
Amilóide	proteína
arcada	passagem/corredor/galeria
infligir	transmitir/comunicar
celebração	acontecimento/festividade/diversão
paralizar	protestar
urgir	sugerir/aconselhar/assessorar/opinar/avisar/propor/impelir/exortar
cuidar-se	embelezar/embonecar
vocabulário	noção/cognição
vassalo	caçador/seguidor
matriarca	mulher/patriarca
zoologista	biologista/biólogo
incumbir	entregar/ceder/passar
retângulo	paralelogramo
Ion	partícula
temer	esperar/apavorar/recear/prezar/venerar
bramir	emitir/berrar/mugir/vociferar/urrar/gritar/soltar
Obra_de_Arte	belas_artes/arte/belas-artes
samba	Dance_music/dança_de_salão/Dança_de_Salão
pelota	bola/orbe
registrar	recrutar/submissão/mandar/evidenciar/indicar/inscrever/assinalar/protocolar/redigir/escrever/enviar/conservar/poupar/manter/preservar/ressaltar/entrada/registar
cortesia	comentário/observação
rouquejar	emitir/soltar
bicha	linha/formação/ordem/fila/ser_humano/alguém
regulação	calibração
banshee	espírito
Dia_dos_Namorados	dia
activar	empreender/alterar/mudar/modificar/iniciar
atirar-se	surgir
astrágalo	osso
empreiteiro	construtor/constructor/contratador
apreensão	expectativa
masoquismo	volúpia
bolchevique	Comunistas
inferioridade	qualidade/calibre
cabra	bovídeos
emulação	imitação/Imitação
dinamizar	alterar/mudar/modificar
desocupar	sair/retirar-se/partir
conglomerado	empresas/corporação/pedra
estrada	fronteira/produto/utensílio/artefato/estradas/jeito/ferramenta/meio/autoestrada/rodovia/via/caminho
candeeiro	luminária
Cefaléia	dor
servo-croata	eslavo
churrasco	prateleira/rack
Campos_elísios	Céu/céu
Silicose	pneumoconiose
brandir	deslocar/apresentar/expor/mover
juiz	avaliador/julgador/ser_humano/alguém/árbitro/serventuário/funcionário
aqüífero	formação
tapioca	produtos_alimentares/alimento
gargarejar	emitir/limpar/lavar-se/soltar
abalone	gastrópodes
zapar	mudar
apressar-se	andar/caminhar/viajar
tolo	idiota/estúpido/simplório
polvilhar	cobrir/tampar
epígono	emulador/macaquice
thorn	runa
inseticida	pesticida
enumeração	lista/listagem/investigação
jazida	ambiente/região/território
assimilação	educação/ensino/ligação
governanta	professor/mestre/docente
comungar	tocar/transmitir/comunicar
entrevista	conferência/interrogatório
padronizar	regulamentar/regularizar/estimar/avaliar
projecto	pensamento/idéia
atenuar	racionalizar/aperfeiçoar/melhorar/justificar/perdoar
coruja-do-mato	coruja/mocho/corujão/Strigiformes
começo	decolagem/momento/instante/princípio/início/converter/ocorrência/acontecimento
irritabilidade	baço
ravina	vale/baixada
sangria	bebida
citologia	ciências_da_vida
trilo	nota/tom
lubrificante	substância
arquitetura	prédio/belas_artes/campo/disciplina/edifício
prosseguir	ocorrer/continuar/manter/permanecer/preservar/passar/suceder/acontecer/falar/atuar/agir/andar/caminhar/viajar
formalizar	declarar/julgar/permitir
CI	semicondutor
definhar	desabar/minguar/diminuir/decrescer
desaprovar	rejeitar/envergonhar/denunciar/balizar/julgar/avaliar/expressar/proferir/delatar
provérbio	expressão/locução/ditado/idioma
baleeiro	João/Jacó/navegante/embarcação/barco
descritivismo	doutrina/filosofia
loucura	estupidez/psicopata/Psicopatia
Gastrópodes	classe
contorcer	mexer/mover/deslocar
Atalaia	Torres/torre/roque
bebedouro	chafariz
deão	cardeal
destroçar	arrebentar/arrombar
madurar	alterar/mudar/modificar
coração	víscera/premonição/região/intuição/umbigo/regiões
disciplinar	castigar/penalizar
exterminar	destruir/matar
amputação	Deficiencia/cirurgia/operação/Deficiência/incapacidade/deficiência/Deficiente/inabilidade
estória	ficção/Ficção/literatura/narrativa/Narração
buzinar	ressoar/soar
reversibilidade	mutabilidade
perfusão	inserção/introdução
estado_da_arte	fase/ápice/grau
Uracilo	Nucleótido
promontório	elevação
gesticular	transmitir/comunicar
nutrir	alimentar/provisionar/abastecer/fornecer
perigo	causador/ameaça/estado/Estado/situação/condição/risco
afegão	asiático/asiática
disparar	atuar/emitir/atirar/agir
salinar	mudar/alterar
Luteranismo	Protestantismo/protestantismo
emplastro	curativo/atadura
política_social	política
relevo	escultura/região/extensão/objeto
proporção	equilíbrio/posição/contrapeso/quociente/grandeza/magnitude/espaçamento
idolatria	adoração
astro	natureza
pterodáctilo	pterossauro
Horizontal	orientação/Orientação
pingo	fragmento/pedaço
referencial	sistema
cocho	continente/contentor/caixa/jarro/vaso/vasilha
capitalizar	ver/suprir/achar/considerar/lucrar/beneficiar/fornecer/abastecer
Linfoma	câncer/cancro
dramaturgia	comunicação/comunicado
World_wide_web	rede
caricaturar	simular
intervalo	painel/tempo/ociosidade/medida/quantidade/quantia/magnitude/interrupção/suspensão
parque_nacional	parque_natural
gaiato	menino/jovem/criança
duplicar	multiplicar
kit	parafernália
forcado	implemento/ferramenta/instrumento
ostracismo	exclusão
Banco_central_europeu	Banco_Central/banco_central
familiaridade	informação
homem-bomba	ser_humano/alguém
vitrificação	sólido
prognose	previsão/predição
talco	mineral
delinquente	culpado
recolha	reunião
validar	alterar/mudar/modificar/confirmar/corroborar/substanciar/provar/suportar/permitir
choupo	madeira
burocracia	organização/administração
escola_de_dança	colégio/instituto
secador	electrodoméstico
distrair-se	desfrutar/gozar
conspiração	táctica/estratégia/acordo/aliança/aprovação/consenso/conformidade
clarão	brilho/luminosidade
debutar	inovar
avisar	advertir/alertar/discutir/opinar/assessorar/aconselhar/informar
puncionar	perfurar/furar
Cimeira	reunião/Reunião
Estatística	Matemática_Aplicada/Matemática_aplicada
cavalariça	Curral
aferrar	segurar
príncipe	patrício
abster	resistir
reivindicação	queixa/direito
cotonete	ferramenta/aparelho/aparato/mecanismo/instrumento/equipamento
recalcar	suprimir/oprimir/sentir/sufocar
superproteger	zelar/cuidar
versículo	poema/poesia
castigo	punição/penalidade/penalização
viabilidade	atributo
prevenção	interferência
Direito	filosofia
subsunção	Classificação/classificação/categorização
pas	passo
neoclassicismo	estilo/ciências_humanas
rebeldia	resistência
torção	movimento/rotação/inchaço/traumatismo/lesão/dano
abacaxi	fruta/maconha
Logroño	Espanha
ladear	jazer
educar	aperfeiçoar/lecionar/polir/refinar/lustrar/instruir/ensinar/melhorar
abarrotar	completar/encher
autenticidade	realidade
óvulo	Gameta
Belo	semblante
batalhão	corpo
pronunciação	idioma
bruma	aerossol/Aerossol/nevoeiro/névoa
batizar	aviltar/nomear/diluir/adulterar/denominar
trança	entrelaçar/penteado/corte_de_cabelo/entrançar
mundo	parte/experiência/ser_humano/homem/grupo/natureza/povo/tomo/pedaço/porção/secção
parcimónia	frugalidade/peculiaridade/feição
camisa	blusa/vestuário/roupa
privar	piorar/decair/conter/reter/tomar/adoptar
sedan	auto/automóvel/máquina/carro
cevar	alterar/mudar/modificar
comadre	madrinha
Morning_glory	videira/cipó/parreira
suco	bebida/produtos_alimentares/alimento
degradação	converter
costoleta	rodela
misticismo	religião/fé
plantação	fazenda
Buda	santo
italiano	línguas_românicas/europeu
senilidade	idade
chofer	manipulador/conductor
ondinha	vaga
manifesto	declaração/asserção
confluente	afluente
trivium	ciências_humanas
fluido	matéria/substância
ilíaco	osso
arrasar	destruir/demolir
perceber	compreender
enganar-se	confundir/equivocar
Empréstimo	verbo/palavra/vocábulo
provocar	alterar/comover/estimular/concitar/incitar/desafiar/atormentar/perturbar/aborrecer/amolar/agastar/vexar/molestar/incomodar/irritar/importunar/criar/construir/mudar/modificar/manipular/encorajar/promover/causar
caqui	fruta/diospireiro/fruto/baga
imunização	proteção/protecção
palpar	buscar
Rádio	metal/broadcast/Metais/metais/BROADCAST
acentuar	pronunciar/expressar/falar/dizer
Caril	prato
incompetência	incapacidade
Shogun	autocrata
contrabalançar	equilibrar/compensar
flatulência	reflexo/prolixidade
Passeriformes	ave
bócio	doença
matricular	inscrever/registrar/recrutar
contravenção	resistência
amanteigar	cobrir/tampar
suprimir	matar/esquecer/limitar/refrear/diminuir
informática	Ciências_aplicadas/ciência_aplicada/engenharia/tecnologia/ciências_aplicadas
saída	partida/abertura
ilustração	caraterização/comunicação_visual/descrição/gráfico/caracterização/arte/Comunicação_Visual/plano/intenção/projecto/programa/traçado/projeto/concepção/criação/figura/desenho/representação
politizar	alterar/mudar/modificar
desemprego	condição/estado/situação
condimento	produtos_alimentares/ingrediente/tempero
lançamento	começo/início/impulsão
jesuíta	religioso
Eixo	coalizão/aliança
instituto	associação/comunidade/união/ordem/sociedade/organização/colégio/Ensino_Secundário/ensino_secundário/grupo
humanizar	alterar/mudar/modificar
periquito	papagaio
repertório	montão/colecção/ruma/chusma/coleção/grupo/aglomeração
desfiguramento	danificação/deterioração
ébano	madeira/árvore
respeito	honra/reverência
natureza_humana	propriedade/característica/predicado/atributo
crucifixo	cruz
estipular	afiançar
corpo_humano	corpo/cadáver/natureza
judicatura	posto/cargo/posição
estacar	marcar/prender
caracterizar	lembrar/diferenciar/distinguir/pensar
investidor	capitalista
Matematica	ciência
esmeril	mineral
enraizar	colocar/aumentar/estabilizar-se/plantar/crescer
neozelandês	morador/habitante
agonizar	sofrer
feminista	reformador
brigada	corpo
truta	peixe
contestar	opor-se/opor
sandália	calçado
embolia	oclusão
Titeriteiro	intérprete
econometria	economia
chaleira	caldeiras/bule/Chaleira
Dafne	ninfa
burlar	lograr/iludir/enganar
embutir	introduzir/inserir
anciã	terceira_idade/adulto
tato	percepção/consideração/Percepção
rastreio	caçada/perseguição
América_do_Sul	terra/montão/colecção/ruma/chusma/coleção/grupo/aglomeração/país
cilindro	estância/sólido/continente/contentor/caixa/jarro/vaso/vasilha
cear	repasto
cascalho	pedra
auscultar	inspecionar/examinar
interpolar	redigir/calcular
pontualidade	cronometragem
congregação	assembléia/reunião
aterrar	chegar
afanar	roubar/furtar
estatística	informação/datum/Matemática_Aplicada/Matemática_aplicada
exaustão	fadiga/Fadiga/estafa/cansaço
calma	emoção/impressão/silêncio/sossego/disposição
queimar	doer/morrer/arder/consumir/mudar/resplandecer/luzir/brilhar/gastar/tornar/revoltar-se/revoltar/avariar/danificar
lenha	carburante/combustível
ninfomania	concupiscência
foda	coito/cópula
vagina	canal
modéstia	decência/decoro
visionar	pensar/conjeturar
suportar	apoiar/confirmar/alimentar/corroborar/substanciar/provar/manter/deixar/defender/arguir/argumentar/consentir/permitir
santificar	reverenciar/declarar/temer/venerar
cloragem	desinfecção
salgueiro	árvore
finança	gestão/comércio/empresa/administração
Colégio_dos_Cardeais	comunidade/grupo
esvanecer	desaparecer/sumir
Parâmetro	valor
Calcedónia	quartzo
julgador	autoridade
bordão	barra
licitar	vender
serviços_sociais	tarefa/trabalho
tomo	coisa
solitude	incomunicação
abominação	transgressão/repulsa/repugnância/aversão
politeísmo	teísmo/Teísmo
rechaçar	deslocar/mover
décima	classe/hierarquia/posição/posto
amnistia	perdão/misericórdia
Ministério_das_relações_exteriores	ministro
gargalhada	risada/riso
intrometer	parar/interromper
dízimo	oferenda
grou	guincho/guindaste
quebrar	arremessar/lesionar/destroçar/avariar/romper/morrer/empobrecer/desvincular/atirar/destacar/solucionar/modificar/esfacelar/desmoronar/decair/danificar/desrespeitar/separar/dividir/arruinar/destruir/estraçalhar/detonar/lesar/machucar/ferir/mudar/alterar
caçada	deslocamento/movimento/traslado
picada	inchaço/traumatismo/lesão/dano
injúria	comportamento/desfeita/ofensa
Aviónica	Aeronáutica/aeronáutica/aviação
pêndulo	equipamento/aparelho/aparato
embaçar	alterar/mudar/modificar
converter	mudança/substituir/alterar/mudar/modificar
sediar	amparar/abrigar
semanário	série
apoiar-se	colocar/carregar
diagnose	identificação
grunhir	gritar/berrar
ladrilho	placa/lousa/chapa/laje
Comunidade_dos_Estados_Independentes	Organização_internacional/Organizações_internacionais
relutância	disposição
fruto	produção/fruta/produto
Condestável	polícia/agente/guarda
viúva	mulher
triangulação	trigonometria/Trigonometria
gadanhar	ceifar/foiçar/roçar
obstáculo	interferência/problema/barreira/edifício/tecido/dissuasor
sistema_nervoso	sistema
ida	jornada
calçar	vestir/adequar/ajustar
ambiente	Ambiente/situação/condição/vento/tempo/regiões/região/meio/meio_ambiente
cidadã	cidadão
debate	conversa/idioma/discussão/conversação
trilho	barra/trilha/estrada/caminho
aboboreira	legume/verdura/hortaliça
anfíbio	vertebrado
juba	Pêlo/pêlo
escriba	furador/assalariado/empregado/operário
evasão	fuga/jeito/caminho/ferramenta/meio/escapada
decidir	influenciar/terminar/encerrar/finalizar/refletir/pensar/moldar/determinar/concluir
clara	produtos_alimentares/ingrediente
Alter_ego	camarada/amigo/conhecido/amiga
alistar-se	inscrever
pedra_filosofal	substância
Estado	condição/estado/situação/governo/regime
falatório	publicidade/promoção/anúncio
infinitivo	verbo
sapiência	feição/habilidade/peculiaridade
bagunçar	estar/brincar/ser/alterar/mudar/modificar
escolar	mocinha/menina/garota/garotinha/menininha/moça
Barco-fábrica	baleeiro
subsidiar	pagar/manter
Tropismo	reação
galé	embarcação/barco
trombose	oclusão
despender	pagar
empolar	inchar
interrogar	questionar/perguntar
maracujá	fruta
loja	shopping/shopping_center/centros_comerciais
Broncodilatador	remédio/medicamento/produtos_farmacêuticos
azeviche	lenhite
magnésio	metal/Metais/metais
comboio	romaria/montão/caminho-de-ferro/transporte_público/Transportes_públicos/transportes_públicos/colecção/ruma/chusma/coleção/grupo/aglomeração/procissão/ferrovia/caminhos_de_ferro/caminho_de_ferro
canapé	assento/cadeira
murganho	rato/mouse/ratazana
sinagoga	igreja
pálio	toldo
espreita	caminhada
ferrugem	corrosão/oxidação
dom	talento/aquisição
resíduos	materiais/Resíduos/Resíduo/resíduos_sólidos
sinal	pagamento/provocação/fragmento/defeito/recompensa/pedaço/energia_eléctrica/comunicação/mudança
nêspera	fruta
ardor	ânsia/anseio/emoção/impressão
desfazer-se	desintegrar/separar/descartar
Transliteração	transcrição
dualismo	doutrina/filosofia
malva	moita
ovo_quente	prato
adiantar-se	andar/caminhar/viajar
vénia	loa/glória
pacifismo	convicção/religião/fé
conversa	discussão/debate/conversação/idioma
sueca	europeu
Maoísmo	comunismo
ressurgência	progresso/melhoria
sionista	judia/hebreu
inovar	empreender/iniciar
apadrinhar	apoiar/ajudar
aridez	qualidade/estado/Estado/situação/condição/secura
presentar	verbalizar/falar/dizer/conversar/proferir
Polónio	metal/Metais/metais
etilenoglicol	anticongelante
Mineralogia	geologia
Sub-woofer	Altifalante/altifalante/alto-falante
jet_set	grupo/ordem
arqueopterix	ave
Tango	Dance_music
defrontar	estar
atormentar	lesionar/lesar/machucar/ferir/desgostar/desagradar/angustiar/doer
fulgurar	estar/ser
sedimento	substância/matéria/terra
pacificar	confortar/reconfortar/aliviar/acalmar/silenciar
argamassa	materiais_de_construção/Materiais_de_construção
transplantar	introduzir/inserir
consignar	incumbir/encarregar/confiar/entregar
gamo	cervo
coro	companhia/música/pessoal
Supermercados	empório/quitanda/mercadinho/mercado/feira
especificidade	particularidade
ninguém	plebeu
galicismo	Empréstimo/empréstimo
Imaculada_Conceição	evangelho/credo
manual	Vade-mécum/Vademecum
cessar-fogo	paz
gendarme	polícia/agente/guarda
contorcionista	acrobata
custar	estar/precisar/ser/demandar/requerer
cabaça	botelha/garrafa/frasco/biberão/Garrafa
telefone	sinal
pensamento	idéia/perspicácia/convicção/religião/fé/reflexão/consideração
vinagre	condimento
ativismo	política
ostra	porção
gato	felino
analizar	examinar
camareira	doméstico/empregado
reajustar	decidir/adaptar-se/concluir/adequar-se/ajustar
Navegação	ocupação/trabalho/emprego
causar	criar/construir/alterar/mudar/modificar/provocar
mitigar	racionalizar/diminuir/justificar/perdoar
convalescer	melhorar
Design_de_Interiores	arquitectura/arquitetura
canícula	período/etapa/tempo
fotoquímica	química
bexiga	sacola
empresário	capitalista
travestismo	hábito/costume
britar	arrebentar/arrombar
acirrar	acrescentar/crescer/aumentar
gavinha	parte/fragmento
eucalipto	madeira
sonho	Imaginação/imaginação
superego	consciência
equalizador	acção/ação
assinalar	denotar/sugerir/evidenciar/sinalizar/informar/indicar/apontar
instruir	acostumar-se/intimar/mandar/ordenar/habituar-se/habituar/ensinar/lecionar/informar
físico-química	química
baleia-piloto	boto/golfinho
anglo	europeu
nadir	adversidade
prosperar	tornar/revoltar-se/revoltar
folgar	deslocar/atuar/mover/agir
desperdício	imprevidência/ocupação/atividade
magia	apresentação
Musselina	pano/têxteis/fazenda/tecido
estela	monumentos
interacção	interação
cateter	cano/canal/duto/conduto/tubo/pipeline/cachimbo
Q.I.	proporção/Taxa
zê	caractér/carácter
maria-rapaz	moça/garota/mulher/senhorita
demorar-se	parar
mexerico	tolice/insensatez/disparate/besteira
escala_de_Richter	escala
porque	causa
ponderação	reflexão/consideração
atadura	curativo
tanatologia	ciência
exemplo	repreensão/ocorrência/acontecimento/informação
violência	turbulência/hostilidade/agressão/intensidade
estuário	oceano/água
carolina	árvore
Educação_fisica	instrução/educação
georgiano	russo
viscondessa	par
matéria-prima	materiais
homem_livre	cidadã/cidadão
sentir	lamentar/perceber/encontrar/perceber/reganhar/achar/ver/detectar/aperceber/aperceber-se/comprender/compreender
patronímico	nome/primeiro_nome/prenome
xamanismo	religião/fé
delegado	representante/polícia/agente/guarda
formatação	informação
privatizar	alterar/mudar/modificar
gozação	diversão
inauguração	cerimónia/iniciação/começo/cerimônia/início
bagunça	desordem/Estado/condição/estado/situação
margear	abeirar/beirar/limitar/bordejar
adversidade	infortúnio/má_sorte/azar/acidente
obviar	obstar/evitar/estorvar/impedir/impossibilitar
Morfologia	ciências_da_vida/gramática/Gramática
intoxicação	enfermidade/doença
nacionalismo	doutrina/filosofia
Topologia	matemática_pura
inocular	propagar
Sobrancelha	Pêlo/pêlo
dia_do_juízo_final	dia
durar	alongar/prolongar
acrobata	ginasta
facilitação	auxílio/ajuda/assistência
rocha_ígnea	pedra
Citrato	sal/éster
Banshee	espírito
águia-pesqueira	Gavião/gavião
valor	handicap/medida/quantidade/quantia/magnitude/qualidade/lucro/utilidade/vantagem
manganésio	metal/Metais/metais
abc	princípio
reservatório	lago
bitola	distância/metro
alargamento	ilustração/figura/desenho/foto
domingo	feriado
undécimo	classe/hierarquia/posição/posto
poluição	impureza
ralar	esfregar/empenhar/verbalizar/trabalhar/falar/dizer/conversar/proferir/esforçar/esforçar-se/perseguir
danação	denúncia
vietnamita	asiático/asiática
tremedeira	terror/consternação/medo/susto
techno	Dance_music
mesotelioma	carcinoma
pagamento	mercantilismo/comercialismo/comércio
motivar	provocar/causar
carpete	tapete/mobiliário/móvel/mobília
pouquinho	tempo/época/período/momento/era
sibilar	verbalizar/ressoar/soar/falar/dizer/conversar/proferir
procura	buscar/ocupação/atividade/aquisição/compra
olvidar	perder
Quark	queijo
drenagem	evacuação
Ária	canção/cantiga
distinção	discordância/qualidade
mar_territorial	oceano/água
estrábico	ser_humano/alguém
dissimulação	adulteração/falsificação
croquete	prato
jóquei	ginete/cavaleiro
paneleiro	penca/feixe/fardo
galantear	atuar/agir
pandemia	epidemia
fronte	posição/local/lugar
orangerie	plantio/plantação/plantel/viveiro
anaconda	jibóia
cruzamento	estádio/junção
índice	lista/listagem
catecismo	interrogatório
dragar	remover/tirar
desaparecer	desabar/escapar/mexer/esvair/mover/deslocar/fugir/evadir-se/sumir/minguar/diminuir/decrescer/finalizar/terminar/encerrar/parar/acabar/cessar
executivo	responsável/cabeça/líder/chefe
apiedar-se	magoar/afligir-se/sofrer
confidenciar	revelar/descerrar
serial_killer	homicida/assassina
acariciar	colocar/abraçar/carregar/afagar
cárcere	casa_de_detenção/prisão/cadeia/penalty/xadrez/penálti
tutor	professor/guarda/mestre/docente
offset	impressão
ulceração	lesão
esgrimir	debater-se/brigar
fanático	entusiasta/advogado/representante/proponente/xiita
Inuit	pele_vermelha/índia/indígena/índio
armazenamento	retenção/colocação
hino_nacional	hino
originar	provir/provocar/criar/construir/causar/originar-se/surgir
monturo	locação/lugar/sítio
calça	vestuário/roupa
Cabeleireiro	cabeleireiro/cabeleireira
Eclesiologia	teologia
barbatana	calçado
competitividade	agressividade
grossura	dimensão/magnitude/amplidão/extensão/viscosidade
proletário	plebeu
governador_geral	governador
alegorizar	compreender
polme	mistura
amor	concupiscência/objecto/abalo/comoção/emoção/impressão/afeição/apego/amado/objeto/objetivo
desdenhar	detestar/desprezar/menosprezar/expressar
ágape	afeição/repasto/amor
requentar	reaproveitar/reciclar/reutilizar/reprocessar
rameira	mulher
marcenaria	arte/ofício/profissão
algema	grilhão/cadeia
flúor	Halogénio
Artes_Cénicas	ciências_humanas
texugo	estado-unidense
comer	preocupar/elidir/copular/acasalar/inquietar/tomar/consumir
homilia	pregação/prédica/sermão
entretenimento	diversão
Alter-ego	camarada/amigo/conhecido/amiga
resentimento	aversão/ressentimento/repulsa/inimizade/hostilidade
rotular	anexar/designar/denominar/declarar/julgar
ensacar	roubar/encaixotar/furtar
Neurotoxina	toxina
campanha	corrida/manobra/operação/terra/chão/relevo/terra_firme
chilrear	emitir/soltar
romper	dividir/separar/separar-se/partir
incendiário	criminoso
infecção	comunicação
cânhamo	moita
vasculite	inflamação
descontentar	desagradar
bioma	comunidade
soluço	reflexo
conjuntivite	inflamação
matrícula	admissão/entrada/ingresso/acolhimento
engendrar	desenhar/provocar/esboçar/projetar/criar/construir/causar
recasar	esposar/casar/casar-se
repassar	enviar/despachar/transportar/expedir/trazer
mago	bruxa/ocultista
turba	multidão/montão/reunião
jornalista	comunicador/autor/escritor
guerra	luta/conflito/inimizade/hostilidade/batalha/combate
protelação	conclusão
mesa	alimento/mobiliário/movéis/mobília/móvel
desistir	optar/render-se/dispensar/escolher/preferir/acordar/concordar/consentir
transmissão	coeficiente/comunicação/comunicado/marcha/engrenagem
nausear	repelir
poder_executivo	organização/administração
prosciutto	toucinho/presunto/pernil
ramerrão	procedimento/processo
sobrinha-neta	sobrinha/sobrinho
conciliar	compatibilizar/harmonizar/concordar/acordar/ajustar
Cognac	brandy/cachaça/pinga/parati/conhaque
ordenação	organização
liceu	centro_de_convenções
Hidromel	fermentação
acoplar	reunir/ligar
revolucionário	radical
carroceria	edifício/tecido
finalidade	intenção/meta
terpeno	hidrocarboneto
intuição	intuição
espadas	dor
produtos_farmacêuticos	sonífero/medicamento/narcótico/entorpecente/remédio/droga/agente
monarca	chefe_de_Estado/governador
florete	Espadas/gládio
contos_de_fadas	conto/mentirinha
colecistectomia	ablação/extirpação
reemitir	suprir/fornecer
vibora	cobras/serpente/ofídio/víbora
Alimentação	ingestão
esfarrapar	dividir/cindir/rasgar
Biologia_Molecular	ciências_da_vida
borda	fronteiras/fronteira/aba/limite
descartar	reconhecer/rejeitar/livrar/confessar/admitir
pormenorizar	examinar/expor/analizar
borrifo	ruído
comandante	militar/líder/chefe
Food_and_drug_administration	Governo/agência
trasladar	deslocar/mover
resplandecer	refletir/luzir
Saccharomyces_cerevisiae	levedura/fermento
Ordenação	designação
postura	fingimento/posição
navegar	andar/buscar/viajar
terra	ligação/conector/divisão_administrativa/chão/relevo/terra_firme/região/regiões/objeto
queda_livre	queda
enteado	filho/menino/criança/filha
halo	luminosidade
germinar	crescer
Circumnavegação	travessia
esférula	bola/orbe
reimprimir	reproduzir
prenome	apelido/Nome/nome/primeiro_nome
inquietude	ânsia/preocupação
grega	europeu
metido	ninguém
rebelião	resistência/luta/conflito/insurreição
tolerar	sofrer/prestigiar/homenagear/deixar/consentir/permitir
reconciliar	concordar/acordar/ajustar
calibrador	metro
esculpir	dividir/modelar/moldar/formar
alacridade	vida
lanígero	pano/têxteis/fazenda/tecido
propano	carburante/combustível
reprocessar	utilizar/usar/empregar
consubstanciar	unificar/fundir-se/intercalar
magnete	ferramenta/aparelho/aparato/mecanismo/instrumento/equipamento
destinação	distribuição
Gendarmaria	lei/polícia
viajar	andar/caminhar
velcro	pano/têxteis/fazenda/tecido
Phlox	maconha
alistamento	mobilização
lápide	monumentos
Faloplastia	cirurgia_plástica
foguete	fogo_de_artifício
legar	entregar/oferecer/regalar
transtornar	perturbar
Relações_Públicas	publicidade/promoção/anúncio
caixotão	painel
concílio	reunião/Reunião/assembléia/assembleia
isocianato	sal
cano	cilindro/abertura/duto/canal/conduto
ressentir	antipatizar/desgostar
degustar	provar
osmose	difusão
lamber	afagar/tomar/beber
equação	equalizador/equalização
eleitorado	povo
almirantado	posto/cargo/posição
rosácea	acne
coligar	reunir/unificar
patinar	resvalar/escorregar/derrapar
cretino	idiota/estúpido/simplório
diurético	sonífero/produtos_farmacêuticos/medicamento/narcótico/entorpecente/remédio/droga
nó	ligação/laço
acrobacia	Ginástica/ginástica
prospecção	campo/disciplina
jorrar	fluir
rasa	oceano/água
profilático	produtos_farmacêuticos/medicamento/remédio/terapia
coiote	lobo
Aramaico	escrita
fertilizar	alterar/mudar/modificar
utilização	ocupação/atividade
sensibilizar	alterar/mudar/modificar
intersecção	ponto
Harpia	Águia/águia
druso	estudante/discípulo/seguidor/aluno/apóstolo
jubilar	aposentar
besuntar	espalhar
Haganah	forças_armadas
olheiro	recrutador
passamento	dor
insulano	morador/habitante
bala	projétil
divagar	contar/informar
vangloriar-se	exagerar/aumentar
lugarejo	divisão_administrativa
monopolizar	ter/governar/reger
plâncton	ser
chance	probabilidade/acidente/ser/possibilidade
coisas	objeto
Assembleia	assembléia/assembleia
Dinamo	gerador
supliciar	doer/angustiar/machucar
queimadura	danificação/defeito/dano/lesão/traumatismo/inchaço/deterioração
Pax_Romana	paz
isolacionismo	Política_Externa/política_externa
recuperação	memória/salvamento/progresso/ação/acção/melhoria/salvação
unitário	grupo/jogo
Softbol	beisebol/basebol
gramínea	maconha
Sociedade_das_Nações	Organização_internacional/Organizações_internacionais
conceber	tornar/provocar/desenhar/revoltar-se/revoltar/esboçar/projetar/criar/construir/causar
trinar	cantar/emitir/soltar
mártir	vítima
catacumba	túnel
Barão	par
Dique_seco	doca
fermento	levedura
anos_80	decênio/década
turíbulo	vasilhame/vasilha/vaso
creditar	contabilizar/contar
parotidite	inflamação
Estilete	adaga/punhal
acerar	intensificar
preservação	estado/proteção/protecção/Estado/situação/condição
batucar	ressoar/soar
reforçar	ensinar/fortificar/fortalecer/instruir/lecionar
Hamburguer	bife/carne
dialéctica	filosofia
agradecimento	adoração
prorrogar	adiar
porrete	vara/Clava
mil_milhões	bilhão
autólise	lise
corromper	pagar/alterar/mudar/modificar
formulário	documentação/documentos
adequação	adequabilidade/conveniência/qualidade
